,title,content,date
0,"
Didn't work as intended
","

  I bought this as part of some component upgrades, thinking it would help turn my PC into a space heater for my dorm (just in time for winter). Unfortunately, the stock cooler that came with it works so well that I can now chill beers on top my case. 0/10 would never buy again.

","Reviewed in the United States on October 24, 2018"
1,"
I'm very happy with my decision to upgrade
","

  I just upgraded from a 1700X to a 2700X. With stock clocks, under a full load, the 2700X clock speeds (4Ghz) are 500Mhz faster than with my 1700X (3.5Ghz). And DDR4 memory speed was able to be increased from 2933 to 3200Mhz using 4 x 8GB DDR4 modules. Both of these improvements made the upgrade worth it to me. Turn on Gaming Mode through the use of AMD Ryzen Master Utility and CPU clock speeds increase dynamically up to 4.3Ghz! Needless to say, AMD has outdone themselves this time. I'm very happy with my decision to upgrade :DPROs- Price for performance can't be beat vs. 1st gen Ryzen and existing Intel CPUs; i.e. the 2700X is $30 cheaper than a 8700K- Backward compatible with X370 and B350 motherboards (with the right BIOS update)- Noticeable higher clock speeds vs. 1700X, especially under full load - up to 500Mhz faster clock speeds!- Precision Boost 2.0 and XFR2 are built into the CPU, which means these features are intact and work even with an older X370 motherboard- Improved compatibility with higher DDR4 memory speeds vs. 1700X- Operating temperatures are about the same in spite of the fact the CPU having a 10W higher TDP rating vs. 1700X- AMD's Ryzen Master Utility really does work!- Wraith Prism CPU cooler is included and is adequate for stock CPU speedsCONs- Very limited overclocking headroom unless extreme cooling is used; i.e. LN02- Anticipated future release of the higher clocked 2800X variant may cause buyer's remorse to those that just bought a 2700X- Motherboard related and not really an issue of the 2700X; the X470 chipset is not really an improvement in most areas and features vs. the X370 chipset- Best DDR4 memory speeds can only be achieved by using 2 of the 4 DIMM slots; 3666Mhz has been achieved with 2 memory sticks, but only 3200Mhz has been achieved using 4 memory sticks- No native increase in supported PCI-E lanes (24) from the CPU (not including X470 or the upcoming Z490 chipset improvements)Bottom line, is it worth upgrading to the 2700X?  It all depends on what PC hardware you have now and how you want to spend your money.  For example, if you own a GTX1060 or RX 570, a GPU upgrade will most likely give you a much better performance increase than upgrading from a 1700X to a 2700X.  But, if you have a PC that's 5 years or older, I would say it might be worth upgrading if you have a need for multitasking on your computer.  If you game, stream, play music, while running hardware monitoring tools all at the same time, then the 2700X is definitely for you!

","Reviewed in the United States on February 18, 2019"
2,"
IT CAN DO IT ALL, AND MORE!
","

  Upgraded to the AMD Ryzen 7 2700x from my old Intel i7 3770k. My old system could still handle gaming and proccessing ok, But i always notices my CPU at Idle would be utilizing 20-30% of its resources. This chip completely destroys anything I throw at it with ease and it does not even break a sweat. Not only is this chip great for gaming but other multitasking. If you like to game but do a lot of other things like streaming your games, video editing, or other work related solutions then you cant go wrong!

","Reviewed in the United States on October 24, 2018"
3,"
If your system did not post, read this!
","

  So this is my first ever Ryzen build (2700X) and my 1st 8 core CPU. No thanks to Intel for keeping their 8 core CPUs out of mainstreamers reach with ridiculous prices.My previous system was a i5 6600K @4.7Ghz, awesome build for just gaming.Anyways, after assembling the system and powering it on for the very first time, monitor did not show anything. The system had power and all the fancy LED lights and fans were on. So what I did was swap my RAMs from A1 B1 to A2 and B2. Then the system boosted just fine! At first I thought the lastest BIOS update would fix it. But even after the latest BIOS update the system doesn't post if I install the RAMs in A1 and B1. After you move the Ram sticks to A2B2 you might want to take out the battery, disconnect the power cord and reset the CMOS by sorting the two pins.Coming from the Intel platform I must say, the BIOS is a bit different on Ryzen. On the Skylake, I only had to adjust vcore for CPU voltage. But in Ryzen it seems there's a second voltage to look out for, SoC voltage. I manually set my voltage to 1.375 but HWinfo has shown the max it hit as 1.5v so I guess I need some more tweaking to do.I'm using a really old Crucial 2400Mhz cl16 Ram which I bought when Intel Skylake first came out. I was able to OC it to 2700Mhz with the Intel system but couldn't do it on the Ryzen, just didn't post. Hopefully later if the Ram prices drop I would upgrade it to 3200mh c14 Ram.After setting up the drivers I had Windows update running in background and I thought of testing out AC Origins on this system. I was gaming for a about 5 mins and notice that all fans including the CPU fan had stopped for whatever reason. And because of this the CPU temp was well over 90 degrees, so I powered it down and let it cool. After fully updating windows, I tested the game again and everything was good!I'm going to install Adobe apps and will update more info soon.One of most annoying issues I got is that Asus AI suite, CPU-Z and HWinfo shows completely different vcore and CPU speed readings. So I have no idea which one is right. I have yet to install Ryzen master.Oh and right now I'm using the stock cooler that came with the 2700X and idle temps at at 43 celcius ambient at being around 24. Have to use this cooler until I get the AM4 mounts for my NH-D15.Thanks AMD!UPDATE 23-May-2018:I got the mounting kit for my Noctua NH-D15 and now my system idles at 30 celcius while being OC'ed to 4.22Ghz at 1.4v in BIOS! Huge thermal headroom compared to the stock cooler. When all cores are stressed to 100% it peaks at 60 degress! With stock cooler without OC it goes into 80s.UPDATE 29-May-2018 OVERCLOCKING:When i first got the CPU i found that 1.425v in BIOS with LLC on Auto gave me a rock solid 4.2Ghz OC. But then I kept seeing this strange vcore changes. At idle, the vcore stays around 1.4v to1.412v. But when I stress the CPU with any intensive task, the vcore drops and stays around 1.362v! That was weird. Less vcore with stress and more vcore when idle. lolSo what I did was after a couple of tests, I manually set my vcore in BIOS to 1.387v and LLC to 5 and now the system always at this vcore even when stressed to 100% and even in idle! NICE. I found that LLC5 was needed to keep my vcore there. When i set the LLC to 4, the vcore drops down from 1.387v to 1.362v when stressed and causes Prime95 to crash. With LLC5 it stays at 1.387v when stressed with Prime95 and I didn't even had to raise the vcore!So in short, please don't leave the vcore and LLC on Auto. When you OC please set your LLC too.

","Reviewed in the United States on April 24, 2018"
4,"
Ridiculous!
","

  Ridiculous!Was planned to be an 8700k build, parts and everything picked out but after learning about all the improvements Zen+ ""actually made"" I decided to go Ryzen this time, and a first time for AMD.Back in early 2017 when I built my Kaby Lake rig i remember loving what Ryzen was trying to do but I was not however ready to get on a platform that was still teething as it was and thought to myself that in the future if it can become more optimized i would totally consider making Ryzen my next build, what i did not think would happen was for pretty much all my gripes i had with gen 1 to actually get fixed! I know right, its not even ""Gen2"" yet only a refresh and already large improvements have been made. This is why competition is so healthy!The other thing was gaming! Just raw straight up gaming, this is where I start to notice ""hear say confusion"" so I am just going to say this flat out... With or without coffee lake's existence, regardless, and even if we are talking gaming only, the 2700x is still what anyone would have to refer to as a gaming beast! Yes, @ 1080p the 8700k beats it by like 15 - 20 frames in quite a few titles however, anything over 1080p (1440p/4k) and those gains from the 8700k shrink big time, more like 3 - 7 frames now but everything else it makes up for as a CPU as a whole, knock out!! It IS the best mainstream CPU on the market for everything and anything all around period! Okey, so if all you care about your CPU is the highest frames for 1080p gaming and you are NOT an AMD fanboy and thats it then pretty much totally go with a coffee lake chip!  For everyone else, Ryzen 2,000 series is the better offer. imo :)Simply put, this 2700x is ridiculous!

","Reviewed in the United States on May 15, 2018"
5,"
Finally an AMD chip that is worth getting over Intel!
","

  First AMD processor I have put in my system in a very long time, have been using Intel exclusively for the last several system upgrades. I am glad I made the switch. The first thing that I noticed was that multi-tasking is noticeably faster. I don't detect any noticeable difference in games as far as fps goes.I put this proc in a MSI x470 Carbon Pro motherboard. Put a Corsair H75 water cooler on it. Installed some ripjaws 3200 ram and this system runs perfectly. Using HWiNFO64 to log my temps, I have never seen the CPU hit the 70 C mark, even after several multi hour long gaming sessions. This was not the case for my intel system with the same cooler. It would often get close to 80 C and cause hiccups when I was playing a game and trying to stream at the same time.If I had one suggestion it would be this; do not go cheap on the ram. Ryzen's advantage over an intel system is the memory architecture. Use this advantage by put some quality ram in the system. It was a little on expensive side but I opted for G-Skill Ripjaws 3200 CAS 14.

","Reviewed in the United States on May 22, 2018"
6,"
upgraded from a 1600x to this and couldn't be happier. the prism cooler that comes with the 2700x ...
","

  upgraded from a 1600x to this and couldn't be happier. the prism cooler that comes with the 2700x is nearly on par with the like cm 212 evo. you honestly don't need an aftermarket cooler unless you want to push really high overclocks. i actually replaced my 212 evo i had for my 1600x with the included prism cooler. and really, with the way xfr 2 and performance enhancement works with ryzen+ you really don't need to overclock. i've been maintaining 4ghz+ in all the games i've played so far. which have been pubg, world of warcraft, counter-strike go, and farcry 5. the 2700x is simply a beast of a processor.

","Reviewed in the United States on July 18, 2018"
7,"
The included cooler feels like it's got a nice build quality
","

  Bought this as an upgrade from a Core i5 4690K. The difference is night and day. I can't speak for overclocking as I'm waiting for the AM4 bracket for my AIO cooler to come in. The included cooler feels like it's got a nice build quality. I don't care for RGB lighting everywhere but, if you are a fan of it, then this is a nice looking cooler to go in your case.I'm getting consistently smoother frames in Overwatch and FFXV. In Overwatch I would dip from 144Hz to 60-70 in the intense fights. I haven't seen my frames drop at all since getting this new CPU. FFXV is seeing a higher framerate overall, also with no dips from what I can see. With my old 4690K my CPU was at 90-100% usage just from running OW, FFXV, and PUBG (haven't tested PUBG yet). If Avira or MBAM decided it wanted to scan in the middle of a game.....consoles would get better frame rates. There's no doubt anymore with this processor. I setup Plex Media Server and was streaming two videos from it and didn't notice any degradation on my games. The headroom on this is amazing.This is the first AMD processor I've owned. If they can keep their momentum going then it more than likely won't be the last one that I own.

","Reviewed in the United States on June 16, 2018"
8,"
Photo editing PC platform with AMD 2700X
","

  I just finalized my new PC build using the AMD Ryzen 2700x with the goal of photo and video editing. I also considered the Intel i7 8700k which slightly higher single core score, whereas the 2700X beats it at multi core performance. I mostly use Photoshop, Lightroom CC classic and some other photo editing software suites and while they are not yet fully optimized for multi core operation, I’m better prepared for the future with the 2700X. I use this CPU together with the MSI x470 gaming plus motherboard and it runs without any issues. With the fan that comes with this CPU and without any over cloxking, the standby temperature of the CPU is around 31C which steps up to just below 50F under load. Since I’m not using this system for gaming, I do not really need forced water cooling. The system runs quiet and fast. The attached photo shows that the CPU fan that comes with this CPU has multiple colors which is nice.

","Reviewed in the United States on April 23, 2018"
9,"
B U Y - T H I S - I N S T E A D - O F - I N T E L
","

  Seriously, I am beyond happy that I dared dip a toe into the red team. People complain about how it's harder to do because of memory issues and that you have to be more stringent when choosing RAM, but I can vote with confidence that it's just the usual talk coming from the general populace that's mostly tech-illiterate and doesn't know how to compare numbers.I can say that I've had no memory issues, I've had no issues with software or installs past initial setup, and THIS B*TCH RUNS WINDOWS 7 ALONGSIDE EVERY OTHER OS WITH EASE! I honestly cannot understand where all of the complaints are coming from, since I have installed six different Linux distro's and everything from Windows 7 to the current Garbaggio 10 update and have had no issues whatsoever. Even when playing around with my Intel build (i7-7700), it took me at least an hour or two in order to install Windows 7. It took maybe six minutes to prep an install for Win7 on Ryzen 2.The big one: performance. If you haven't seen the videos on YouTube, I'll cut it short. The 2700X has around 80 - 90% of the performance of an i9-9900k, both in stock and overclocked standards. No joke. I've rendered video, I've edited 4K photos, I've done multitasking to the point of filling up two monitors with at least 10 active programs a piece, and I can tell you that those numbers are pretty accurate. Oh, and you're paying roughly half the price if you buy this over the i9, so there's that.For anyone that wants to buy one, I'll give you the biggest piece of advice out there. Ready? R E A D. If you're not sure about something, go back and double-check. Triple- or quadruple-check if you have to, but be sure about what you're buying. One of the safest bets on memory is LPX memory, specifically from Corsair. If you buy a set of the Corsair Vengeance LPX RAM, I honestly fail to see where you could go wrong in terms of compatibility.Bottom-line: This is SOOOOOOOO much better than Intel. I got a beefy cooler, I've overclocked mine with no cooling issues, and most motherboard companies out there offer tools for those who prefer Windows 7 whereas Intel will shove Windows 10 down your throat like a bad weekend in Amsterdam. Oh, and I used the $200 to buy a GTX 1060TI on sale, so that's good.

","Reviewed in the United States on May 14, 2018"
10,"
Box said Ryzen 7 2700x, but a different cpu was in the box
","

  UPDATE: 2/28/2019 - This is now a FIVE star review. Please read the initial review and the update below.Initial review:The one star rating is not reflective of the 2700x or of Amazon, for that matter. Mistakes happen. I just want to to draw attention to this.Just a few days ago, I had finally bought all of the pieces of my new computer and was going to build it just the other night. I hit a snag pretty quick when the processor wouldn't fit into the cpu socket of the motherboard (ASUS Crosshair VII Hero). I visually checked the pins and noticed that the layout did not line up with the socket. Imagine my surprise when I noticed ""A4 3300"" written very lightly on the cpu surface. It seems that someone duped Amazon by returning their 2700x cpu, and switching it our for a very similar looking A4 3300 (an apu introduced back in 2011), then getting their money back for a 2700x. I've started the return process and the cpu is in the mail back to Amazon, and I'll update this review depending on how this is handled. I think that is fair. However, I have to say I'm glad this happened. Hopefully, the good folks at Amazon can track the sku number of the part when it gets back to them and trace it back to the customer who returned it to them beforehand. I hope you can do that, Amazon, because they got a free Ryzen 2700x out of you. Lesson learned for me: Check every detail of a purchase as quickly as possible when it arrives.UPDATE: About 5 days after I shipped the processor to Amazon they faithfully refunded my money without any hassles. I had to get the Ryzen 7 2700x from another place because I didn't know how long it would take to get a refund from Amazon and I was anxious to get my computer together, but I can tell you that it runs just as great as everyone here is claiming it does. It is an amazing processor. Five stars, definitely. I also give a 5 star review to Amazon's return service. I'm very impressed, and I hope they catch whoever it was that sent that wrong processor back to them, initially. Thank you, Amazon!

","Reviewed in the United States on October 24, 2018"
11,"
Better than 8700k for the price
","

  First off, to all the intel fanboys, yes we know the 8700k is the world grand champion for ultra high fps 1080p gaming when paired with an overpowered gpu.... but... this is by no means a slouch!  It's cheaper to build an awesome gaming/streaming rig with this and in the end your streaming results will be better.  I have been using this cpu now for a few weeks and frankly I can't see why anyone would go with intel right now... 8700k costs more and doesn't come with a cooler...this costs less and comes with a good cooler...  sure you can have 10 - 20 more fps when paired with a 1080ti but whats 120 vs 140 fps?  In some games this cpu even will beat out the 8700k btw so it's not really that far behind in gaming, but holy crap is this a multitasking beast... I can be rendering a video, playing games and streaming all at once with virtually no performance hit to the game...  and interestingly enough newer games seem to be using the 16 threads this offers... universe sandbox 2 will use all 16 threads and in intense simulation will nearly max it out... I asked myself then, what if I only had 6 cores like the 8700k?  ... I can tell you what, the game would have suffered.Cinebench scores reflect the true  power this cpu offers... this one out of the box hit 1809cb points... a click or two in the bios and managed 1851 while still using stock clocks.... just enabling precision boost overdrive.Reasons to buy:  Great price, can be paired with a reasonable b350, comes with cooler..... simply add a good gpu and you have a beast of a pc.

","Reviewed in the United States on February 18, 2019"
