,title,content,date
0,"
It's like i7-8700 But with 10% lower frequency, for Half Price!! xD
","

  Lets make this short as possible..Ryzen 5 - 2600 Is:  6 Cores & 12 Threads boost to 3.9 (single core) While  all cores are 3.7GHzIntel i7 - 8700 is:  6 Cores & 12 Threads boost to 4.6 GHz (single core) While all cores are all cores 4.3GHzBut still, you can OC with like $20 after market cooler and turbo all cores to 4.0 GHz instead of 3.7GHzThe cooler came with it, is an ok (reached 75c in stress test)  But in games it's reaching 60cLast Note:AMD not only have super value CPUs..But also have Super value MotherboardsWhy?B450 for example is $70 to $130 but support 1st Ryzen Gen, Second Ryzen Gen, and Third Ryzen Gen (probably even 4th Ryzen Gen)In other other hand, all Intel Motherboards (Z170, Z270, Z370) are supporting 2 Generations onlySo yeah, you Pay like $200 for Ryzen CPU + $100 Mobo  ($300 total)While Intel you pay $350 to $400 for CPU + $150 Mobo  ($500 to $550 total)Hope that clear up your mind xD

","Reviewed in the United States on October 24, 2018"
1,"
Top notch, AMD is back!
","

  I upgraded from an AMD FX-8320 to this.  I knew it would be better.  I didn't know how much better though!I built a system around this with a m.2 NVMe PCI SSD, 16GB 3200GB RAM, PNY Nvidia 1060 6GB GTX, and Asus x470 motherboard.This thing is an incredible CPU for the midrange.  VR works extremely well on it, it overclocks easily, and comes with a very good cooler with decent thermal paste so you save $50 or more right there!  Flies through my normal workloads which include web browsing, virtual machines, VR, gaming and file serving.I am not sure you could get a better performer for the money than this CPU.  5+ stars!!

","Reviewed in the United States on January 10, 2019"
2,"
Cool, fast and quiet. Great value.
","

  This was an upgrade from FX6300 CPU. I primarily play WoW and use Lightroom with my photography. I have often stayed a bit behind with performance and have finally caught up! For the first time ever, I have consistently solid framerates in games and a much less laggy photo processing experience. The cooler is fantastic. The quietest cpu fan I've ever had, and the cpu itself stays surprisingly cool (between 40 and 50c). My ONLY point of frustration came from some instability (random, long system freezes) I experienced that took me a while to troubleshoot, first thinking it was probably some sort of memory incompatibility. It ended up being an incompatibility with the Windows 10 Ryzen power plan that was installed. Switched to the regular ""Performance"" plan and its been rock solid ever since. I hope having that tidbit here helps save someone else the hassle.

","Reviewed in the United States on October 24, 2018"
3,"
Upgrading from a 10 year old PC
","

  Upgrading from a 10 year old PC which was a 2.20 Gz Dual-Core HP Pavilion to my first custom PC using this CPU as the center piece. It comes without saying that I was no longer being shackled down by the limitation of my old PC with my work flow and also the games I play multitasking with no issues. It's teamed up with an MSI Radeon RX 560 AERO ITX 4G OC128-bit 4GB graphic card.There's tons of tests on how well this CPU performs with games especially mainstream games that I do not need to go into as I'm more into video stuff so watching YouTube videos in 1080p is something else coming from 480p tho without realizing it I still find myself watching in 480p at times. Old habits. Watching 1080p HEVC videos with no lag is again something else to behold, heck, Ryzen 5 2600 isn't on his final form yet with that stuff. [Edit Oct 2020] Viewing 4K YouTube videos is also no issues either. Exceptions of course is based on your internet speed's capacity to buffer fast. Not sure about watching in 4K HEVC video tho since my monitor is only 1080p.[Edit Oct 25, 2020] Video encoding can take 30 min to 10 hours depending on the length, resolution, and which chroma sampling profile is being used, any filters will add to the encoding time. A 24 min clip with veryslow or placebo settings (with filters) are no problem speed-wise with H.264 10 bit encodes. From either 4:2:0 or 4:4:4 chroma sampling profile finishes it up quick with 18 thread encoding speed! This coming from almost an entire day's worth on my old PC's pitiful 3 threads using the same settings. Regular H.264 8 bit will use 15 threads as its max (if --thread=0 is used) and will obviously be much faster then its 10 bit counterpart. I recommend trying out tesa + subme 11 mode with either profiles if time isn't an issue.Not tested it with HEVC as of yet.[Edit - Oct 25, 2020] A few sample tests using HEVC 4:4:4 720p with veryslow and sea mode settings (no tune) of a 24 min clip took about 2-13 hours depending on the amount of filters being applied (such as heavy-duty filters like Anti-Aliasing) with max 12 numa-pools (it's kinda like --thread in H.264 but not really?) if left at its default.  The profile 8 bit, 10 bit, or 12 bit will either shorten or increase the time, However, the trade of will be higher quality such as more smoother gradients decreasing banding, color format (both at the cost of increased computation during playback) and of course the chroma sampling being used. Be mindful if your target is compatibility tho consult with the x265 documentation if interested especially with the release of HEVC 3.0 (GCC 8.3.0) which brings a number of changes such as the addition of the tune animation.To be noted all of this was done on a single Crucial 8GB DDR4 RAM which rarely hit 100% RAM output doing all of the above while encoding but I may add an additional 8/16 GB RAM in the future especially for any 1080p (and 4K) HEVC encodes, so you may want to increase your RAM if that's your target. Further note, if you watch streaming videos such as YouTube while waiting for your video to finish up be certain not to open so many browser tab. The RAM will increase closer to 100% if you've got just 8 GB, speaking from experience.I purchased this through the OutletPC seller and they were able to help me out on my concerns and questions as a first time CPU buyer though it wasn't the best of help it got the point across regarding the handling of the CPU and the chances of being a root cause when troubleshooting hardware issues getting the PC to boot properly.

","Reviewed in the United States on June 17, 2018"
4,"
Great Performance as EXpected
","

  Brings the power where its needed and provides a great price compared to others in its category. Id HIGHLY suggest or recommend. Cost to performance is great.

","Reviewed in the United States on July 4, 2018"
5,"
Best Processor for the Budget Minded hands down!
","

  This thing is an absolute BEAST!  6 cores and 12 threads of raw performance.  OC'd to 3.8 GHz easily at 1.29v on the stock cooler and doesn't go over 41 degrees C under load.  I couldn't be happier with the choice I made by buying this processor.

","Reviewed in the United States on August 17, 2018"
6,"
Get it.
","

  Had to update bios 3 times but that's my fault, honestly runs amazing for the same price as a 1600x with slightly better performance and all cores working together to handle the load, fixed most stuttering issues I had with my old CPU and I can now edit 1080p 60fps content without a problem!

","Reviewed in the United States on August 2, 2018"
7,"
AMD Continues To Impress
","

  Bought the 2600 to replace a 1300X and my score in Cinebench immediately DOUBLED:1300X (OC’d @ 4.0GHz) - 612cb2600 (Stock) - 1227cbAfter overclocking, it looked even better:2600 (OCd @ 4.1GHz) - 1398cbI wasn’t expecting such a big performance bump right out the gate, but this thing delivers.I’m using an X370 board, but it only took a minute to flash the bios in preparation for using the 2600.If you like low prices, the ability to overclock and great multi-threaded performance, look no further.Now that the big BIOS/Driver/Comptibility issues seem to be resolved, there’s really just no reason why you’d want an overpriced, locked chip from Intel when you could have one of these.(The 1300X is also awesome if you’re on a really tight budget.)

","Reviewed in the United States on June 4, 2018"
8,"
Nuclear Submarine
","

  I recently purchased this processor for my new PC build and it's my first AMD CPU i've ever purchased. Right out of the box it screams class with solid packaging and includes a decent/stylish cooler.Using a B450 MSI Gaming Pro Carbon AC motherboard + Corsair H100i PRO AIO liquid cooling, I manage a stable overclock to 4.0GHz at 1.25V (could probably go even lower) and temps stay around 31 deg C at idle, and around 50 deg when gaming.To give you an idea of benchmarking, I did a benchmark with User Benchmark, and thanks to the combination of my overclock, MoBo and AIO, i got a 100% Score for Gaming (Nuclear Submarine), 91% Score for Desktop (Nuclear Submarine) and 87% Score for Workstation (Aircraft Carrier). My GPU is a GTX 1070 Seahawk X, and I'm using 16GB DDR4 3000MHz Corsair RAM.(The average scores for a Ryzen 5 2600 are 88% for Gaming, 85% for Desktop and 79% for Workstation)So it literally gives me such good value as it performs way above its class. I'm very happy with it. You will be too.

","Reviewed in the United States on April 25, 2018"
9,"
This CPU is really fast and runs cool at factory default with stock cooler.
","

  Highly recommended value for money.  My CPU temperature was 39 deg C with the stock cooler.------- PC2 config -------* AMD Ryzen 5 2600 Processor with Wraith Stealth Cooler - YD2600BBAFBOX* Corsair LPX 32GB DRAM 3000MHz C15 Memory Kit for DDR4 Systems RAM Part# CMD32GX4M2B000C15* 2x Samsung 970 EVO 500GB - NVMe PCIe M.2 2280 SSD (MZ-V7E500BW)* ASUS ROG Strix B450-F Gaming Motherboard (ATX) AMD Ryzen 2 AM4 DDR4 DP HDMI M.2 USB 3.1 Gen2 B450* ZOTAC GeForce GT 710 2GB DDR3 PCI-E2.0 DL-DVI VGA HDMI Passive Cooled Single Slot Low Profile Graphics Card (ZT-71302-20L)* Samsung 860 EVO 1TB 2.5 Inch SATA III Internal SSD (MZ-76E1T0B/AM)* EVGA 600 B1, 80+ BRONZE 600W, 3 Year Warranty, Power Supply 100-B1-0600-KR* Asus 24x DVD-RW Serial-ATA Internal OEM Optical Drive DRW-24B1ST (Black)* Rosewill ATX Mid Tower Gaming Computer Case, Supports up to 400 mm Long VGA Card, Comes with Two Fans pre-Installed - Front 120 mm Fan x 1, Rear 120 mm Fan x1 (TYRFING)* Azio Large Print Tri-Color Backlit Wired Keyboard (KB505U)

","Reviewed in the United States on August 9, 2018"
