,title,content,date
0,"
The forbidden machine
","

  This thing arrived in the mail like any ole package. For me it was just another boring day, I decided to open the box and take a peak inside.... immediately the sun shined down its ray of light and people were harmoniously singing in the background. I immediately shouted to be quiet, I didnt want them ruining this moment. I reached in the box with my sweaty clammy hands and pulled out the ryzen 9 box. I stared at it...... and it stared at me. I couldnt wait any longer, I rushed in the lab where I began ripping the box from the PC. Standing outside my door all you could hear was the clanking of metal and the sound of sparks as I installed this beautiful piece of hardware in my PC. I knew what I had was magic.... it was one of a kind. I wanted to show it off so I headed to an Intel convention where people shrieked and ran in terror. They knew what I had brought was over thirteen levels higher than their most powerful tool.... the i9. After all of this, all I have been through I could finally say I had the better processor. Anyways, I would reccomend!

","Reviewed in the United States on July 15, 2019"
1,"
RIP Intel
","


  Your browser does not support HTML5 video.


   Intel's coffin has arrived.Coming from an i5-7600k never have a been able to multitask so smoothly with an Intel CPU.

","Reviewed in the United States on August 24, 2019"
2,"
Powerhouse
","

  Phenomenal CPU, absolutely crushes Intel's 9900k (which is roughly the same price) at most tasks.  Intel does have a slightly higher base clock speed so it has a slight edge on single core benchmarks - though this 3900x has plenty of room for overclocking and exceeds the Intel at single core tasks for the same clock speed.The extra cores and threads on this CPU set it above the rest for real-world tests and multicore benchmarks.  Excellent CPU for streaming, gaming, video editing/rendering, and just about anything else.The only reason not to buy this is if you are going to wait for the 3950x in September, which has 2 more cores and 4 more threads for $250 more.I highly recommend this CPU, and also suggest pairing it with one of the new x570 motherboards - I have the ASUS Crosshair VIII Hero myself and love it.Update:  Cable management is important of course.  CPU cooler that ships with this CPU is solid, haven't had any issues so far.

","Reviewed in the United States on July 15, 2019"
3,"
Biggest generational  jump in performance in my CPU purchasing history (30 years)
","

  I’ve owned Intel from 80386 (386) to 6700k Skylake, AMD Athlon 64, Ryzen 1700 and now I just upgraded to 3900x.  What an amazing CPU, with the incredible jump in IPC performance, even Adobe Lightroom is faster, Lightroom(!), do you know how hard it is to move that glacier.I’ve heard some gripes about there not being much headroom for overclocking.  I’ve overclocked every CPU in the past only because they left so much performance on the table.  This CPU appears to do a great job of getting every bit of performance out of it that overclocking for a minute gains is not worth it to me.  Its performance is monster straight out of the box, I think the early BIOS from the MB manufacturers are running the voltage a bit high on default settings.  I tried setting it at 1.3v but it made a big drop on boost performance.  I settled on leaving it on auto with an offset of -.1125 and I do not see a performance loss (Cinebench).

","Reviewed in the United States on July 6, 2019"
4,"
Insane performance even with reduced power cap set
","

  I managed to get it from Amazon by watch-dogging the page, but it took some effort because it barely stays up for a few minutes before people snap whatever stock there is up.  Hopefully the supply pipe will iron itself out so others aren't left just staring at pictures!The 3900X... well, its just insane.  As you can see I'm not using it on a desktop, so no gaming reviews here :-).  I actually have it in a rack doing bulk application builds, and in that regard the performance is really bordering on the insane side.  It wipes the floor with whatever I throw at it.  I have it in an ASRock B450M-PRO4 motherboard which worked great after (of course) I updated the BIOS.In this particular case I tested the CPU to around 150W on the socket (200W at the wall) and it performed excellently.  For my particular use-case, though, since I stuffed it into a 2U rack mount with a low-profile 65W air cooler, I decided that things were a little too toasty so I used the BIOS setup to limit the socket to 100W (150W at the wall).  The CPU is still a beast even limited in that fashion.  The 3900X at 100W socket (150W wall) is twice as fast as my 2700X is at 190W (wall), and ever faster if I let it stretch its legs.  It blows away everything I have except my TR2990WX.  I am very, very impressed.I will throw in a few provisios here for early adopters.  First, if you intend to stuff a Zen 2 CPU into an older motherboard remember that you have to update the BIOS first.  Second, the BIOSes are really early and some motherboard vendors haven't gotten updates out with the latest AMD AGESA, so if you are an early adopter on an older motherboard be prepared to face some difficulty.  I didn't have any problem with the B450M-PRO4 that I stuffed this 3900X into but I am having trouble POSTing a 3600X on a B350 Gaming-itx/ac.  It's clearly just an early BIOS issue since once I do get it to POST successfully (takes a number of tries), the system is rock solid.Third, I do NOT recommend that anyone try to overclock on these early BIOSes.  Wait for the BIOSes to mature a bit more because trying to do it on these early BIOSes runs a real risk of burning your chip up.Other than that, enjoy!  It's an incredible CPU.-Matt

","Reviewed in the United States on July 9, 2019"
5,"
AMD finally delivers professional productivity to main streem PC users
","

  Motherboard:  ASRock x370 TaichiCorsair Vengence 3200 RAM 32GB500gb WD Black M.2 NVME boot drive2 TB WD Black 7200 HHD storage drive850w 80+Gold Cooler Master PSAMD r9 3900x Stock Speed (No OC)Cooler Master ML240L  AIO Liquid CoolerCooler Master H500P Mesh caseFound that the 3900x was not in stock on launch date, 7/7/19.  Set Amazon to notify me when available.  Got the message hit the 1-click-puchase button faster than I ever have.  The item was purchased 7/8/19 and shipped Tuesday 7/10.  I received the CPU safe and well packaged on Friday 7/12, a day earlier than Amazon quoted at time of shipment.After updating the BIOS, and running a few final benchmarks on my Asrock x370 Taichi motherboard, I shut down the system and removed my 1800x (this CPU will go into my daily driver system and relieve my r5 1600 CPU slated to be installed in Mom's PC).  Warning!  Make sure to move the AIO fan wire out of the way of the CPU die and the cooler surface.  I had a boot loop and overheating/shutdown session.  Was able to get into the BIOS and see the CPU temp at 101c Wow! LOL no wonder it was shutting off.  Anyway after seeing my stupid mistake, and re-seating the AIO cooler, the next boot-up took forever and 10 minutes to boot into Windows.  Once Windows recognized the CPU and it was running, I started running some benchmarks.Now, I'm not a gamer, so again I am comparing my work load of video editing and production as well as rendering.  With one commercial project alone, I my render time has dropped from around 20 minutes to 12 minutes... that's 40% improvement.  I can render some commercial projects up to 4 times per work session.  I've been very happy with the performance so far, but I'm absolutely blown away by this processor's ability.  Rendering a 1 hour 1080p video usually takes an 1h 10m or so.  I re-rendered last week's video and that time dropped down to around 42 minutes.  My productivity is going to go through the roof.Spending $500 on one single item that is smaller than the palm of your hand can be mind-blowing for some people.  It may also cause some heartache and possibly buyers remorse for others.  Here's the deal, when you consider purchasing this CPU, you must do some research.  Know exactly what you will be doing with your system to insure the performance gain is there.  If you are a gamer, this CPU will play every game very very well.  While it never claims to be the best in gaming, it is definitely meant for heavy work loads. What an outstanding and simple upgrade for a system that will provide another 4 years of great productivity.As a side note, I have been eyeing up an AMD Threadripper build for the past 9 months.  My work requires high core and thread counts which enable the jobs to render much faster.  I had already saved my money to invest into the 2950x and was still saving for the motherboard.  Considering the fact that I earn a living with my PC, a professional workstation is in order. While it's exciting to order a new ""toy"", I hope you plan for something like this.  It makes your purchase even sweeter when you ""just know"" you got a great product for a reasonable price, and it will do what you need it to do.  Also, looks like I need to update the name of my system now LOL.  It's not an 1800x any longer.Cheers!

","Reviewed in the United States on July 14, 2019"
6,"
Great porformance for less money than Intel
","

  I have not had the processor for very long, but its been great so far. My old processor the Ryzen 1700 was a good, but the 3900x essentially doubles the processing power it had. As far as single threaded apps you may not notice a huge difference. It's not until you use it on a CPU hungry program that you really notice a huge difference.I have mined a little bit of crypto just to test things out compared to the Ryzen 1700, it has doubled the hash rates it was getting. Other than that and running a few bench marks it hasn't been used a ton, but so far it been as good as the reviews online have been saying about it.

","Reviewed in the United States on July 13, 2019"
7,"
Real Genuine AMD Seller
","

  Bought from AMD Authorized Seller.  I can confirm it's legit my cinebench score is 7190

","Reviewed in the United States on July 13, 2019"
8,"
CPU died after 3 days
","

  Installed this CPU on Thursday, Computer ran fine until Sunday evening. After playing Tomb Raider for 20 mins the monitors shut off and the computer never booted again. After troubleshooting and swapping the CPU for a Ryzen 7 the system booted again. Now because Amazon do not have any of these CPU's left I'm having to fight with AMD warranty and these guys are about as useful as a chocolate teapot. 3 days of back and forth emails with AMD and they are still yet to actually approve the RMA. Amazons response to this was to buy another processor from the Amazon market place for $600+ and wait till next month to get it , what a joke !

","Reviewed in the United States on July 13, 2019"
9,"
Issue is with Amazon, not the CPU.
","

  Let me first disclaim that my 1-star negative review is not directed towards the Ryzen 3900x CPU, as I have not even got to the point of even trying out this CPU yet! My issues are directed towards Amazon and how they are handling their products.I have been working with computers nearly my entire life, I am in my 30s now and begun as far back as I can remember at least 4 years old, I am no stranger to installing hardware and no stranger to fiddling with hardware either, I have been an intel loyalist for the better half of ten years due to issues I always ran across in the mid-2000s with AMD.Any product I got AMD related I had issues and issues and issues with, which is why I made the swap to intel originally years back, to avoid issues, so I was not on good terms with AMD when swapping from intel back to AMD with the Ryzen 3900x, I figured though I would give it a chance, on first glance the CPU looked good, although I did not take a detailed look before installing, as the box was shrink wrapped(poorly mind you). The CPU installed fairly simply, the computer booted up as normal, posted and went straight to bios, this is where my problems started, I noticed the CPU temps in the BIOs was a little high, which I googled to find an avg, my thermals were much higher than the avg thermals for this CPU idling in the bios, considering all fans and everything else was running properly. I shut down the computer, checked everything, decided to start it back up and check bios and settings, everything was as it should be, so I decided to install windows, in my process of installing windows I received a BSOD that was hardware (CPU) related, I shut down the computer, and decided to remove the CPU and inspect/reapply thermal paste, this is where I began to notice issues with the processor.Upon the removal of the processor, and cleaning the thermal paste, I noticed thermal paste was trapped between the chips lid and the chips board, upon further inspection I noticed the epoxy used to attach the lid to the board was very shotty and off(pictures included) the epoxy is not even with the lid/chipboard and the chips lid is not flush with the chips board as it is with any other proc. Now I am under the assumption that the proc I received was a refurbished being sold as ""New"". While taking pictures is when I noticed the edges of the proc look as they have wear and tear and looked damaged, after making note of this my friend and I have done research and found that other people were receiving(not just AMD but also Intel products) refurbished products that were being sold as new, or incorrect products or no products at all, this is highly unacceptable. I am under the belief that I received a product sold to me ""new"" when in reality it was a delided/refurbished product. I am writing this review to warn others of what seems to be amazons shady practices and to be careful, inspect your products ASAP and be prepared to return the product.I initially am requesting a full refund, I do not want to return this product and to be shipped another from amazon, I will risk the current pandemic to go to micro center, with my story mind you, to buy one that is 100% not false advertised. If Amazon wants to tug me around and play hide and seek support, I will be forced to chargeback, although luckily amazon is very good as refunds so I  expect not to have any issues with returning this product and getting my money back.

","Reviewed in the United States on July 11, 2019"
