,title,content,date
0,"
Good processor for windows 10 only !
","

  Great processor...but microsoft will make it very difficult if you want to use it on a win7 machine...they are doing everything in their power to force people to use windows 10 !

","Reviewed in the United States on April 15, 2018"
1,"
Great CPU, Good Performance - Would Recommend for Anyone on a Budget
","

  This is a powerful little CPU that packs a lot of power and performance into a product that isn't very expensive. It's definitely a reasonable deal for its current price and it is worth every penny! I have been using this CPU in my personal desktop computer for six months, and it has been working great and stepping up to all the challenges that my not-too-overwhelming workload has been able to throw at it. I'd highly recommend it for anyone on a budget; there certainly are more powerful CPUs that can do a lot more, but at this price you can't beat this one! Thank you.

","Reviewed in the United States on May 25, 2018"
2,"
Great Entry Level Processor!
","

  This little processor is a great start for anyone looking to game. I run Flight Simulator X, American Truck Sim, Sim City 4, The Sims 3, and GTA V along with streaming to youtube with OBS. I am using a gt 1030 grapics card along with 8gb ddr4 ram. This little thing excesed expectations.

","Reviewed in the United States on April 15, 2018"
3,"
Reliable CPU for Miner
","

  During the mining craze, I also hoped on board. To get the job done, I purchased this CPU for my rig. I've had zero issues with it and give it an over high rating based on its capacity to run Windows or Linux smoothly, installed easily, and came with the required hardware (fan included). Very pleased - NOT for gaming PC's :)

","Reviewed in the United States on September 14, 2018"
4,"
great for gamers on a tight budget
","

  Great for gaming and productivity (if you use it alongside a gpu, that is.)

","Reviewed in the United States on December 18, 2018"
5,"
... an alright product but there is quite a few better options for a budget cpu
","

  It's an alright product but there is quite a few better options for a budget cpu. It can feel very slow at times.

","Reviewed in the United States on December 12, 2018"
6,"
Good value i3 cpu.
","

  Great cpu for the price. Only reason I bought it was because the mobo I purchased only took 7th gen cpus and for some reason the ram wont run max speeds with anything 6th gen.

","Reviewed in the United States on December 12, 2017"
7,"
Nice high ghz cpu.
","

  The problem with this isn’t a problem with cpu itself it’s fine, the problem is for 80$ you can get a pentium gold that’s more powerful. If I had known that at the time I would have got the pentium but this is powerful enough for my gaming rig.

","Reviewed in the United States on May 25, 2018"
8,"
Budget CPU
","

  I upgraded from an intel pentium g4400 and i can hardly notice the difference between the two, if you are getting this for gaming i would advice getting a quad-core CPU

","Reviewed in the United States on June 27, 2020"
9,"
Five Stars
","

  I play PUBG and Overwatch and this processor has given me no problems

","Reviewed in the United States on November 20, 2018"
10,"
Nice price and snappy processor
","

  Works solidly in my rig. Nice price and snappy processor.

","Reviewed in the United States on April 15, 2018"
11,"
7th gen is harder to find these days, great CPU but
","

  if you can build 8th or 9th gen, go that route instead. Also consider the i3-9100f CPU

","Reviewed in the United States on May 25, 2018"
12,"
Great CPU for Everyday Use
","

  Best Intel Core i3 ever made, as fast as my old Intel i5-2500.

","Reviewed in the United States on March 29, 2018"
13,"
Have no problems
","

  Works well

","Reviewed in the United States on February 6, 2020"
14,"
Five Stars
","

  Excellent performance of this processor

","Reviewed in the United States on April 21, 2018"
15,"
Genuine
","

  Genuine Intel. Use this in my media server that runs 24/7. Never had an issue.

","Reviewed in the United States on October 11, 2017"
16,"
Four Stars
","

  meets my expectations and meets what I required

","Reviewed in the United States on December 29, 2017"
17,"
Good Processor
","

  Be careful not to bend the pins on you CPU socket when you install the processor...

","Reviewed in the United States on May 27, 2020"
18,"
Five Stars
","

  Fast and solid product. Pared with the MSI B250M Bazooka motherboard. Five stars!

","Reviewed in the United States on October 9, 2017"
19,"
Did not boot up
","

  Problems right out of the box. Will not boot up.Tried with a known good motherboard and confirmed no boot up. I will have to get another processer a different type.

","Reviewed in the United States on May 20, 2019"
20,"
Five Stars
","

  So much better than the dual core celery cpu.

","Reviewed in the United States on April 15, 2018"
21,"
Five Stars
","

  works fine for my ham radio computer system

","Reviewed in the United States on May 25, 2018"
22,"
Good budget cpu
","

  Good price for okay cpu. Good budget cpu for playing older games paired with the right gpu

","Reviewed in the United States on December 19, 2017"
23,"
great budget CPU but more expensive yet has the same ...
","

  great budget CPU but more expensive yet has the same performace as the G4560. not taking off more than one star as this is the G4560's fault for being so good.(took off one star to say that it is not well priced WHEN compare to the G4560)

","Reviewed in the United States on December 26, 2017"
24,"
Five Stars
","

  Just a great CPU for when you need more clock speed.

","Reviewed in the United States on July 8, 2018"
25,"
Five Stars
","

  Works perfectly as expected.

","Reviewed in the United States on December 26, 2017"
26,"
Great processor
","

  Works perfectly! Thanks Amazon and Intel!

","Reviewed in the United States on May 7, 2018"
27,"
Five Stars
","

  Exxelent!!!

","Reviewed in the United States on May 12, 2018"
28,"
Five Stars
","

  I love it.

","Reviewed in the United States on September 8, 2018"
29,"
Excellent quality
","

  Excellent I have it for almost a year and it work like a dream, like brand new, I am glad I bought it.

","Reviewed in the United States on April 23, 2018"
30,"
A+++
","

  A+++

","Reviewed in the United States on April 15, 2018"
31,"
Great product
","

  Exactly what it saids. Easy install

","Reviewed in the United States on May 25, 2018"
32,"
Fast & Efficient
","

  Excellent low-power CPU for the price.

","Reviewed in the United States on May 29, 2018"
33,"
Five Stars
","

  like it

","Reviewed in the United States on April 26, 2018"
34,"
No problem
","

  It works great

","Reviewed in the United States on March 31, 2018"
