,title,content,date
0,"
The FPS Gaming/Streaming King
","

  I waited too long to switch back to the FPS king. This chip is amazing. I missed you Intel.The PC world is weird. Always chasing $50 savings. Too many games have CPU bottlenecks. I debated hard between just buying a 3700x to replace my 2700x versus the hard MB/CPU upgrade to Intel. But AMD had left me frustrated. My 2700x was never maxed out and I couldn’t tell what was bottleknecking me. The 3700x didn’t promise much higher clock speeds so I wasn’t sure if an upgrade would help. I play Rust on 1440p and my GPU and CPU would sit at 60% utilization or less with frames only around 70fps. First test with the 10700k stock and I’m at 135fps, max graphic settings. My GPU is now pumping out 99% utilization and the game feels amazing.This chip runs cool on stock. Idk where all the bad thermal predictions came from, but it didn’t happen. Haven’t even OC’d it yet and honestly I may not need to until I upgrade off of my 2080super. But that’s not happening any time soon. I’m hitting 144fps on 1440p max settings now in every FPS game and that was the goal.Thank you Intel, you nailed this one. The 9th gen had some cost/heat issues and that made me give AMD a try and I’m glad to be back!For anyone choosing a card. The 10700k is the sweet spot for gaming and streaming. If you only game, I think the 10600k is a cheaper but same performance. I don’t see any need for the 10900k.

","Reviewed in the United States on June 5, 2020"
1,"
Awesome Intel
","

  Don’t listen to the people who claim to have this chip and post negative reviews. They are full of sh*t!  This chip does not run hot at all, it actually runs cooler than 9th Gen chips but has more performance.  My i7 10700k sits at idle 30-32c in an NZXT H1 case. That case has just a 140mm AIO.

","Reviewed in the United States on August 19, 2020"
2,"
Gaming Chip. 4790k to this.
","

  Yeah I know, Ryzens are cheaper, and out perform the Intel chips in everything... except clocks. As a gamer, I want the highest single core speed possible, 16 threads instead of 32? Whatever, I don't need that many for my uses, lol.I don't upgrade often, and until now I was still running my trusty 4790k, which still can hold it's own pretty well, but now with the 10700k, the 1080 isn't bottlenecked by my CPU any more, and it's VERY noticeable in certain games I normally saw slight issues.Should you upgrade 9th gen, or even 8th gen to 10th gen? Honestly, probably not. But if you're say, a few of more generations behind now, it's a worthy upgrade. Yes it's an upgraded 9900k, but that's still really good for ~$400!(pic included just because I find it hilarious how absurdly big the Noctua D15 cooler is)1 MONTH UPDATE:So yeah it's just shy of a month using it and it's been a beast. I haven't messed with clocks at all since the built in boosts do the job fine, especially paired with the D15 keeping it nice and cool. Haven't gone above 60c in full load yet.PC Build:CPU: i7-10700kCPUC: Noctua NH-D15 ChromaxMOBO: MSI Z490-A PRORAM: 32GB (4x8GB) HyperX Fury DDR4 3200GFX: MSI GTX 1080 Gaming XPSU: Seasonic Focus Plus Gold 750wDRIVES: 250GB Samsung 970 EVO Plus M.2, 1TB Seagate SSHD, 2TB Samsung 860 Evo SSD, 4TB WD Black HDD

","Reviewed in the United States on June 5, 2020"
3,"
Great CPU
","

  Upgraded from an i5 6500 to this i7-10700k and wow has it made a difference. No more stutters in games and a huge FPS gain. Lookup benchmarks for more performance stats.Was originally worried about temps as most reviews said 10th gen Intels are running hot. I have a Noctua NH-U12S cooling this without issues (not overclocked). CPU does heat up immensely in Warzone where a 3-4 hour gaming session has temperatures in the mid 70s c.Pubg, dota 2, and escape from tarkov this CPU only heats up to high 50's to low 60's which is better than I expected. I personally won't overclock this until I invest in a better air cooler or aio. Will update this review as I complete testing and benchmarks.

","Reviewed in the United States on May 29, 2020"
4,"
Nice CPU for the price
","

  If you're able to pick up the CPU for retail price (~$400 USD), this is a great purchase if you do not want to go the AMD route. It's essentially i9 9900k performance for the exact same cost.There were some concerns regarding the idle and under load temperatures, but I have not seen any temperatures above 65C even during continuous stress testing on stock clock speeds.If you DO plan to overclock the CPU, it seems like a no-brainer invest in a better cooling solution (probably AIO with 240 mm radiator) and a motherboard with decent VRMs.

","Reviewed in the United States on June 6, 2020"
5,"
Just as fast as the 10900k, saw no difference in average FPS
","

  just $100 cheaper. This is a major steal.my FPS jumped from 320hz to 360hz, just in time for that 360hz monitor.

","Reviewed in the United States on May 29, 2020"
6,"
DON'T BUY!!! GOT A FAKE AND HAVE PROOF
","

  First, I was very happy to receive the product. The box seemed normal, sealed, the right text written on the cpu itself, nothing damaged so nothing to be concerned about...at least, in theory.Today, after finally getting the other parts, I started building and...the CPU won't fit the chipset on the z490 motherboard. OK, maybe it was just me, I started a post on Reddit to get help, because at first I always think it's me doing things wrong and double checked everything. I doubted the motherboard, maybe some manufacture error...I would NEVER have imagined buying a FAKE Intel CPU on Amazon, sold and shipped by Amazon itself. Pictures are here as proof, check any image of the genuine one on the net, you will see that the notches position is different and the back of the cpu (with pins) is also different. In mine, the metal is like brushed, different from other intel cpus with a ""granular"" metallic effect. The guy in buildapc subbredit even got the right CPU, it was i9-9940x or any 2066 chipest CPU. And, to make things worse, this FAKE cpu damaged my Gigabyte Z490 Aorus Elite AC chipset, it was a new motherboard purchased with the CPU.Now, after hours and hours of headache with Amazon support, the best I was offered is a refund/return where I am still losing money. So, even when scumming customers by sending them counterfeit products, Amazon still want to make benefit and make the customer (victim is a more suited word since it's a scum) pay for it. I lost something like $40 in the process, great experience. I will update on this when I will really got my money back (the support guy was great but I lost all my trust in Amazon).So, if you are shipping outside the USA, do it at your own risks. Amazon CAN'T be trusted. I am also going to report this to Intel, they have to know that Amazon is selling counterfeit of their products.

","Reviewed in the United States on June 6, 2020"
7,"
Invest in a good cooler.
","

  While a good idea anyway, with many processors now utilizing stock overclocks, you can benefit a performance boost by choosing a better CPU cooler. I went the cheap route, actually, I thought it was middle of the road since the Thermaltake Contac Silent 12 is rated for 150w. I thought I could get away with a $30 cooler since I am not planning on overclocking. That cooler could not even keep up with stock CPU settings. In benchmarks the CPU hit 80-Celsius in seconds and gradually up to 90 where I had it set to throttle. In more practical testing, under basic workloads the temps are more reasonable but the Contac Silent 12 has to ramp up to %100 fan speed frequently to keep that way and it is not quiet at that speed. I know somebody is going to say that's because the default settings on the motherboard are overclocking the CPU beyond Intel's recommended settings. Well, that was one of the first things I checked and that's not the case here. Despite what somebody on YouTube said or didn't say, not all motherboards do that. It is a great processor and complements my workload nicely (no games here). The new cooler is a Reeven Justice, $45 right now. I has the same size 120mm fan however it has six heat pipes instead of four and the tower is about %50 thicker and fins stacked closer together. Temps, while still pretty hot, have come down 8-10 degrees on Cinebench R-20. It still gets up to 80-82 Celsius but instead of hitting 80 right away as it did before, it takes until the render is almost complete and seems to level off there. I feel better about the temps now that It's not riding on the ceiling, especially since all core full load is not a typical workload for me. The fan is much quieter during typical use. I would recommend that cooler for those who are looking for a good compatible cooler.

","Reviewed in the United States on May 28, 2020"
8,"
Love it
","

  Great CPU. Runs much cooler than 9700k while being much faster. Good stuff Intel.

","Reviewed in the United States on August 19, 2020"
9,"
Performance Beast, Future Proof
","

  I purchased this processor directly from Amazon on May 27th for $387. I've been using it for 1440p 144hz gaming and this processor barely blinks an eye. It has handled anything I can throw at it with complete ease, I'm yet to see it get anywhere near full load. I paired it with a Noctua air cooler and it keeps the chip very cool. My intention in getting this chip is to ""future proof"" my setup as much as possible. I upgraded from a 2500K chip (4 logical cores) I got about 10 years ago, so I want it to last, I really regret not having gotten the 2600K (8 logical cores) at the time that would have lasted me at least a year longer than the 2500K. I fully expect this chips 16 logical cores with very high clockspeed to last quite some time. Very very happy with this chip's performance so far, looking forward to many years of great performance. Intel may not have the best value anymore, but they are reliable and very high performance, which is what I'm looking for. I don't mind paying an extra $100 for a superior chip I'll have for 5-10 years, heck I pay $10 for netflix every month.

","Reviewed in the United States on June 9, 2020"
