,title,content,date
0,"
Performance is very good for a dual core  processor
","

  Every computer I have owned in the last ten years has been based around a AMD processor. I decided to try Intel's Sandy Bridge processor after some research. I must say that I am very pleased with Intel's product. The Intel Core i3 2100 is just a dual core processor with hyper threading technology, but its performance is very good for a dual core processor. The Intel Core i3 2100 is a very fast CPU operating at 3.1Ghz with 2 x 256 Level 2 Cache and 3MB L3 Cache which greatly helps performance. The Intel Core i3 2100 is a very capable processor. I am currently using it for a gaming computer and very happy with its performance this system will become my HTPC in the future. I can see that with older game titles such as Crysis: Warhead , Half Life, Call of Duty, Far Cry, Splinter Cell: Pandora Tomorrow  having a faster processor has a clear advantage over number of cores. However, with more demanding settings and newer game titles that support DirectX 11 (Battlefield 3, Crysis 2) having extra cores can bring a clear advantage, with performance gain ranging from 10-15%. With all that said my conclusion is the Intel Core i3 2100 is a solid choice for it's class. This processor is ideal for a budget system or HTPC because of its low power consumption and heat output. I would purchase it again for a budget system build.  System Summary  Mainboard : Asus P8H67-M PRO  Chipset : Intel Sandy Bridge  Processor : Intel Core i3 2100 @ 3100MHz  Physical Memory : 8192MB (2 x 4096 DDR3-SDRAM )  Video Card : AMD Radeon HD 6700 Series  Hard Disk : Western Digital WD5002AALX-00J37A0 (500GB)  DVD-Rom Drive : ASUS DRW-24B1ST  a  Monitor Type : ViewSonic VX2450 SERIES - 24 inches  Network Card : Realtek Semiconductor RTL8168/8111 PCIe Gigabit Ethernet Adapter  Operating System : Windows 7 Home Premium Home Edition Media Center 6.01.7601 Service Pack 1 (64-bit)  DirectX : Version 11.00  Windows Performance Index : 5.9 on 7.9

","Reviewed in the United States on May 30, 2012"
1,"
Nice...but Bring Your Own Fan
","

  After ending up somewhere in between the sweetspot of $99 I often see this advertised at and the mid 100s at the top, I figured that I'd snagged a good deal.  For my purposes, I had--a Windows Home Server with enough cores and thread on the CPU and ample memory to handle transcoding and a multitask load.This is indeed a great light load computing bargain, but the stock cooler has left me with an unpleasant legacy:  the standoffs that connect it to the motherboard are now permanently stuck two places.  believe me, we've tried.  If that fan ever dies, there is no way to get it out without flexing the mobo to the breaking point, and of course no way to get at or cool this processor.  The fan is pretty quiet, really, and has run and cooled well enough, but it's easily the noisiest part on my build.Grab it at it's lowest price point and put the saved cashmo into a 3rd party cooling fan.

","Reviewed in the United States on December 10, 2011"
2,"
Great processor, perfect for an HTPC
","

  This is a dual core processor clocked at 3.1GHz, Bought this for a HTPC build, was combined with 4GB of DDR3, a Biostar H61MH motherboard, 1TB HDD and an IOGear wireless keyboard. The computer is really fast and works great as a HTPC, its plugged into our 42"" LCD using the HDMI port at 1080p. The video looks great even though the motherboard doesn't have a dedicated video card/chip. I've even played movies on XBMC while ripping a video at the same time, without any problems. All our videos (mkv and avi) look great, so does Hulu desktop. I haven't run any benchmarks but I do know that it rips videos about 50% faster than my Core2Duo Macbook pro.The processor was well packaged and easy to install. With only a 65W power consumption, it seems to run cool all of the time, only heard the fan speed up while installing the OS. The fan that came with the processor seems more than enough and quiet, though I did use Artic Silver 5 thermal compound with my build. The other thing I really like is how you don't need an additional graphics card, keeps the cost lower and also reduces power consumption indirectly. Note: this can't be over-clocked.All in all, a great CPU, highly recommended. Will probably install Ubuntu 11.04 soon, will update the review then, especially if there are any problems.

","Reviewed in the United States on May 30, 2012"
3,"
Very powerful CPU. Best CPU in $120 price range
","

  I bought this CPU as a stepping stone for upcoming Ivy Bridge 3570K/3770K. I have to say I am very impressed. Here is what I have to say about it,Pro* Exceptionally fast. When compare against AMD A8 series and FX-41xx series clock to clock this CPU smokes them in computation and multitasking area.* Very energy efficient. Again beats what AMD has to offer in this price range. At idle CPU only draws 9 W and at load draws around 40 W.* Runs very cool. With Cooler Master Hyper 212 EVO temperature stays around 42 C with ambient temperature of 20 C.* Able to run four threads thanks to HyperThread.* Supports Intel Quick Sync for super fast encoding without loss of quality from CUDA/OpenCL.* Does not bottleneck high end GPU like HD6950.* Affordable CPU in LGA1155 platform.Con* Integrated GPU, Intel HD2000, is very weak when it comes to gaming. AMD A8 series does much better in gaming when it comes to integrated GPU (though it needs to be paired with 1600/1866 RAMs). However, it is recommended to use dedicated GPU like HD5770/6770/7750 for mainstream gaming regardless of what CPU you are using.* Stock CPU cooler performs so-so. If possible spend around $20 to $30 on a budget air cooler. Hyper 212 series and ETS-T40 are some recommendations.* Not overclockable.Overall score: 4/590% of the time I would recommend this processor over AMD's processor. In my opinion simply the best CPU you can get in this price range.

","Reviewed in the United States on December 20, 2012"
4,"
Good cheap processor used for virtualization
","

  Good cheap processor used for virtualizationI installed this on a computer I built for virtualization. I looked at the i5 and some other i3's but decided to buy this one because it was fast and it was cheaper than the rest.  This works great in my system and I had no problem installing it on my motherboard. The following items are inside the Intel box: the i3-2100 processor and a heatsink with a fan attached to the top of it.  On the bottom of the heatsink is pre-applied thermal paste, so you don't need to buy any additional thermal paste for this chip.  The fan on the heatsink is very quiet.  I have to listen very closely to even hear the fan running.  I ran both esxi and hyper-v with this chip without any problems.  Here are the specs of my computer:Intel core i3-21008GB of Kingston DDR3 1066 MHz sdramGigabyte Intel z68 GA-Z68A-D3H-B3Corsair Enthusiast 750-WattAntec 300 casePerc 5/i raid card(3) 2TB Samsung 5400rpm Hard DrivesCon:  There is only one con due to a mistake of my own.  If you are using this chip for virtualization (esxi or hyper-v) and want to use the VM pci pass-through technology (VT-d) this chip is not for you.  The i3-2100 does not have the VT-d feature.  You will need to look at the i5's or the i7's.  However, not all of the i5's or i7's have this feature so do some research before you buy a chip.  I didn't know that much about virtualization before I bought this chip so I didn't look for the features.  Beside that, this is a great chip especially for the price

","Reviewed in the United States on May 13, 2011"
5,"
Great Product
","

  I custom built a smaller, inexpensive rig for someone last year and have not had any questions or problems from him.Parts I used were as follows:Corsair XMS3 8 GB (2 x 4GB) 1333 MHz PC3-10666 240-Pin DDR3ASUS P8H61-M LE/CSM Intel H61 Chipset DDR3 1333 Micro ATXCooler Master Elite Power - 460W Power SupplyIntel Core i3-2100 Dual-Core Processor 3.1 GHz 3 MB Cache LGA 1155Asus 24xDVD-RW Serial ATA Internal OEM Drive DRW-24B1ST HIS H675FS1G Radeon HD 6750 1GB 128-bit DDR3I used an older case and modded it to fit everything properly and works good.

","Reviewed in the United States on April 12, 2012"
6,"
Phenomenal processor
","

  This processor is very powerful and fast. I have i7 and i5 systems and this one surprisingly manages to keep pace. Of course it is slower than the other two but as significantly as I would've thought.One thing to be aware of though: Be sure when installing that the wire isn't wrapped too tight around the stock fan. I thought the cpufan pins on my mobo were bad because the fan was not spinning when I first started it up. After some experimentation, I found that the wires were wrapped too tight around the fan causing it to prevent it from spinning freely. This is extremely dangerous if a person were to just assemble their computer and start it up. This is just as a heads up, has little to do with the processor itself so it's still a 5 star review.

","Reviewed in the United States on September 16, 2011"
7,"
but trying to source a 2500k for an old PC would be a waste of money
","

  Works. This was a replacement for a 2500k that burnt out because my sister smokes and never cleans the case or fans out. I'm certain it's not as fast, but trying to source a 2500k for an old PC would be a waste of money. So, buy this as a replacement, works well.

","Reviewed in the United States on June 13, 2013"
8,"
Great CPU for my HTPC
","

  I am using this as both my CPU & GPU. Mostly HD video with some light gaming, but nothing graphics intensive. Utilizing the i3-2100 allows me to enjoy almost complete silence from the case other than the slight hum of the CPU fan. With the i3 I wasn't really looking for anything other than stability (24/7) and price point. Combined with a passive PSU I couldn't ask for a more perfect CPU.Setup:Case - Silverstone SECC Grandia GD05BMB - ASUS P8H67-M PRO/CSMPSU - SeaSonic X Series SS-400FL2O/S - Windows 8

","Reviewed in the United States on August 28, 2011"
9,"
ENERGY EFFICIENT
","

  Main reason for purchase of this CPU was its energy efficiency. I wanted something fast and still have a low power consumption and so the Atom processors did not fit my needs.When the computer is sitting at desktop it currently pulls 28W and Under full load it never goes past 37W. The whole computer consist of a 400W 80 PLUS Bronze PSU, an F3 Samsung hard drive, using its built in graphics chipset for video, single module 1333mhz 4gb DDR3 ram, a single 80mm fan, an asrock h67 motherboard, and DVD burner.Fits all my needs-Transcoding speeds are reasonable (although I did not buy this CPU for that) trough quicksync feature-Windows 7 runs quick and snappy-HD 1080p YouTube and Netflix play fine without any struggling. Played both at the same time without cpu utilization going beyond 55%Nice CPU for ""general"" computing. Would recommend if your needs are similar.

","Reviewed in the United States on March 23, 2016"
