,title,content,date
0,"
The obvious choice
","

  I don't think there's much to say here. The i3 is a fantastic processor that works really well in gaming and even beats the higher core AMD equivalents. It's low power consumption along with it's low heat output definitely makes it the best processor in this price point.

","Reviewed in the United States on August 18, 2016"
1,"
Bang for buck
","

  Wonderful little processor. Tied to a decent GPU and a good amount of RAM this thing will play almost every game at high fps. (Video settings may not be at ultra tho). I play arma, gta, and other games on high graphics settings with great results with this. I have a 1050ti gpu btw.

","Reviewed in the United States on September 26, 2016"
2,"
Great for Lower Cost Upgrades
","

  I used two of these to significantly upgrade two older desktops.  I was amazed at how well they work and compliment the new lower-cost motherboards now available.

","Reviewed in the United States on August 18, 2016"
3,"
Five Stars
","

  Perfect for the average desktop user.

","Reviewed in the United States on November 17, 2017"
4,"
Good budget Intel core processor for small budget orientated PC ...
","

  Good budget Intel core processor for small budget orientated PC builds. Can run many games smoothly that requires two CPU cores at 60 fps easily when compared with a good GPU. Hyper threading is a bonus for running things in the backgrounds when playing games.

","Reviewed in the United States on August 29, 2016"
5,"
Five Stars
","

  works great and still using it

","Reviewed in the United States on August 13, 2016"
6,"
Little engine that can
","

  I'll be using this for college, including 3D modeling and some engineering programs.  I've only had it for a week, but so far so good.  Temps are low with the stock cooler.  Granted, I haven't done used any process intensive programs yet.  I'll update in a couple months after putting this CPU through it's paces.

","Reviewed in the United States on April 11, 2015"
7,"
Great for a Budget Build
","

  If you are looking for a great processor for not a ton of money this is your best bet. I was upgrading and looking for a processor that would be good for Web browsing and some light office work. Couldn't be happier with this processor.

","Reviewed in the United States on August 26, 2016"
8,"
Great processor
","

  Works great on new Asus Gryphon Z78 1150 MB. The fans are not so good when trying to remove it cracked where one of the pins go through to the motherboard. I ordered the Silverstone Tek Super Slim Profile CPU Cooler and it was a great replacement and mounted easy.

","Reviewed in the United States on June 20, 2015"
9,"
good and fast
","

  I3 are WAY faster than I remember!This thing beats my i7 2600K 5.0ghz in single threaded applications like youtube Word ex.was able to play battlefield 3 NO problems paired with a old 5970 i had laying around.

","Reviewed in the United States on August 16, 2015"
10,"
Five Stars
","

  great little processor for the price. can run all my games.

","Reviewed in the United States on August 18, 2016"
11,"
Good for budget gaming build!
","

  Works close to i5 with its 4 threads. You can use a higher end gpu and still find no sign of bottlenecking. Bought it used too.

","Reviewed in the United States on September 26, 2016"
12,"
I researched this processor against the higher and lower end processors from this Haswell line and this one is the best bang for
","

  So wanted to keep this processor but had to return it as it would not fit my motherboard - socket 1155. I researched this processor against the higher and lower end processors from this Haswell line and this one is the best bang for your buck.

","Reviewed in the United States on August 25, 2016"
13,"
Entry level i3
","

  Don't over task it. It's slow to start with.

","Reviewed in the United States on March 9, 2017"
14,"
Working well
","

  Working well, no problems. Bought used. Came with OEM cooler. Both in excellent condition.

","Reviewed in the United States on June 16, 2015"
15,"
Five Stars
","

  Awesome love it.. obviously, 5 Stars

","Reviewed in the United States on September 26, 2016"
16,"
Great Bang for the Buck
","

  Excellent CPU for a good basic, very powerful computer. Couple this up with the Asus B85M-E/CSM and for a pretty low price you will have a very nice computer. Throw in 8 or 16 gig of RAM and an SSD and you will be very happy and not break the bank. This really is a great Proc for a very reasonable price. I have used many dozens of this series and I am very happy with the performance. (I have been building and repairing computers for a living since the mid 90's). If you want to build a computer and are like most people, this is all you will need to do pretty much everything you want a computer to do. If you are a major gamer or want to runs 8000 programs at a time (!), you may need a bit more power but this will most likely do anything else you need it to do.

","Reviewed in the United States on January 17, 2016"
17,"
Intel all the way!
","

  Processor is good for everyday computing. The only complaint is the fan makes too much noise! But it's still worth 5 stars!

","Reviewed in the United States on March 31, 2017"
18,"
Four Stars
","

  Performs like most intel processors..No cons yet..

","Reviewed in the United States on June 13, 2015"
