,title,content,date
0,"
Very happy with this CPU.
","

  I bought this Intel CPU after many years of using AMD. I didn't buy the ""x"" version as I was on a bit of a budget. That being said, this processor exceeds my demands and runs cool with the included cooler. I was using an AMD 8340 in the same case and had to go to a Corsair liquid cooler to keep CPU temps down in the 50 to 60 degree Celsius range. After pushing full detail on a hard race in Project Cars then checking temps right on Corsair Link, the temps are never over 42 c and come down to the mid 30's quickly. Plus the fan is quiet. Most of the noise in my system comes from the GPU. All in all, I am very happy with this CPU. It may not be the newest chip out there but it is doing exactly what I need it to do and then some at a price and noise level that is impressive.

","Reviewed in the United States on December 14, 2017"
1,"
Easy Upgrade for Z270 Chipset
","

  I decided to boost my gaming PC CPU power as the main game I play, Skyrim, runs a lot of scripts in single thread. It also has a Quick Sync for video transcoding if you need that.  The CPU is not overclockable, but it runs cooler than the K version. It's the fastest CPU for my Z270 motherboard, and should last me 2-3 years before I need to upgrade it.Of course, I said that 18 months when I built the system, so we'll have to see.I dinged the processor price as  it was released a few years and the price should have dropped more by now. That's probably why AMD is so popular now.Still , it's a solid CPU upgrade that can be installed in a few minutes. I recommend buying it as an upgrade , but for a new system I'd look at Ryzen or a newer gen Intel Core Fam CPU.

","Reviewed in the United States on September 30, 2019"
2,"
The great song writer and astrophotographer!
","

  Great processor working Pro Tools and Cubase. Fast and stable. Software synths and samples load fast, chews through projects be it keyscape or ominsphere, kontakt player etc... without sweat. This multi-tasking marvel, also works a charm in astrophotography, working as a tracking system controlling a apochromatic triple refractor telescope.This processor i7-7700, comes with the intel stock cooing fan which is more than sufficient to cool this processor.  So you may not need to buy an aftermarket cooler.... i did... I chose to go with cooler master's g100m because it is gorgeous and silent in the studio, all the while, putting on a led light show in the studio while writing music and editing videos or tracking galaxies.  it helps bring some color in the usually dark studio environment and it keeps the i7-7700 cool even under load while maintaining silence in the studio.  For what I do, the intel core i7-7700 is a great song writer and a wonderful telescope tracking system.  Thank you Intel!

","Reviewed in the United States on December 14, 2017"
3,"
This line of CPU's is great for everything
","

  These cpus are incredibly nice, Intel's cpus are working better than ever and they are amazing for anything from gaming to casual use, and even things like high end gaming and processing like video editing. All of these cpu's are incredibly easy to install so that shouldn't be a problem for people. It comes with a cpu fan so that's a nice bonus but it is good to know what you are going to use it for, if you are going to be doing a lot of demanding be sure to get a better cpu fan to keep your temperatures low.Over all these CPU's are great for gaming and general use, the power you get the price is definitely worth it if you are looking for high end performance across the board.

","Reviewed in the United States on November 24, 2019"
4,"
Very good performance.
","

  This is a good processor. I can't say that the ""generational improvements"" make it so much more superior to other i7 processors I have, but it is good. I suppose if you lust after specifications and always have to have the newest/best/greatest, you'll want more than 4 cores/8 threads, but for me it was fine.

","Reviewed in the United States on September 30, 2018"
5,"
Very happy with this purchase
","

  I almost bought the i7 7700K, but decided to go with the non overclock last minute.  Someone a little more serious might consider the upgrade, but this has everything I need for gaming and streaming.  Stock cooler comes with this, but amazon had a deal on the Cooler Master Hyper 212 EVO which was a nice addition to the cooling.  Thermal paste is preapplied

","Reviewed in the United States on November 3, 2018"
6,"
Great CPU for those who do not plan on overclocking
","

  This is my first i7, which I upgraded from FX 8350. The difference is night and day when it comes to gaming. I no longer have any stuttering with Company of Heroes 2. My only complaint about the i7 7700 is that it runs a little hotter than my FX 8350. Idle temps for the i7 7700 are in the mid to high 30's Celsius, while my FX 8350 idles at around 25 Celsius. I've tried both a Corsair H60 and a Cooler Master 212 Evo with similar results. The higher heat of this i7 isn't a big deal since it peaks around 60 Celsius during gaming and this CPU has a max around 100 Celsius. The performance is smooth regardless. The heat is the only reason why it doesn't get 5 stars

","Reviewed in the United States on February 27, 2018"
7,"
This CPU works way better than I thought it would
","

  This CPU works way better than I thought it would.  I have no issues playing games or multi-tasking at all.  I've played games and had web browsers open with multiple tabs and the CPU didn't go over 10% load.  Up to this point, i've always used underpowered CPUs and it is refreshing to have something like this finally.

","Reviewed in the United States on November 14, 2017"
8,"
It won't fit in the cpu socket!
","

  So I bought this cpu and this motherboard https://www.amazon.com/gp/product/B01MT5WRBJ/ref=ppx_yo_dt_b_asin_title_o01_s00?ie=UTF8&psc=1 It uses the Z270 chipset and the cpu says it works with LGA1151 sockets with the 100 or 200 series chipsets. But no matter what, this cpu will not drop into the socket like it should. I've built 30-40 computers from scratch and have never had this happen. Any ideas?

","Reviewed in the United States on November 7, 2017"
9,"
Buy a Ryzen instead
","

  I bought this processor because it was the best chip that my old motherboard would support. I'm regretting it now, I should have got the i7-9700K and just spent the money on another board. Then I could have got 2 more cores for the same price. But besides that I am happy with this chip. I was running a 2.8ghz dual core celeron before this chip so doubling the cores and clock speed is a great experience. This chip overclocks to 4.9-5.0ghz with proper cooling and silicon lottery considered. Im running this chip at 4.8ghz with the stock cooler (my house is cold) but Im planning on getting an AIO liquid cooler before I push the overclock any further. If you have an old motherboard and this is the best chip you can run, then it still might be worth it to get Ryzen and a AMD compatible motherboard. Its worth it to go AMD now.

","Reviewed in the United States on December 12, 2017"
10,"
Good CPU
","

  Bought this to build my new FreeBSD box. It runs surprisingly cool, but then again I have a Noctua cooler on it that is the size of a Chevy small block V8. Even when compiling 6 builds at a time, it never gets over 50c. Surprisingly fast for code builds as well. My dual hexacore Xeon machine builds 700+ packages in about 3.5 hours, this machine in about 4.5. Not bad for only 4 cores.I am not a serious gamer so the onboard 630HD plays my 10+ year old games just fine. All in all, this was a good CPU choice, both because it ""just works"" and because of the low wattage, heat and power consumption.

","Reviewed in the United States on December 14, 2017"
11,"
Upgraded from an i5-6500, not really worth it
","

  It fixed my problem with games performing under 60fps, but that’s about it. I should’ve done more research before spending over $300 on this and just built an entirely new PC.Other than that, it’s a good cpu for the time, but my Ryzen 3700x is a lot better and that came out not too long after I bought this i7. Even when it came out, if you already have any i5 or above for this socket, don’t waste your money upgrading unless you can find the k version of this for under $150. Just get a new motherboard and buy a newer cpu. It barely made a jump 10-20fps jump from my i5 6500. I would not recommend this new,Especially today.

","Reviewed in the United States on September 30, 2019"
12,"
had to switch from AMD
","

  went from an 8 Core AMD to a 4 Core Intel,the wife's company demanded an Intel CPU for her online job. Something to do with virtual machines. This was my 1st ever Intel anything. I'll have to get used to it.

","Reviewed in the United States on December 4, 2018"
13,"
Shreds in performance but it doesn't come cheap.
","

  I bought this processor for my new PC build quite some time ago (at least 5 months plus at the time of writing this) and I paired it with a GTX 1070 ti... Every game I've been able to play at 1080p at well above the 60 FPS mark at Ultra settings. But, for the price, I would recommend getting it used, opting for an AMD chip, or waiting for the next few processor generations to pass, or opting for something newer.

","Reviewed in the United States on September 27, 2020"
14,"
worked fine! and ran cool
","

  worked great in every single  video game except battle field V so i upgraded to an i7-8700k last week cause im really picky but my 7700 got an 841 in cinebench  and never got hotter than 81c with any game for the 7 months i ran i! and thats in a case with only one exhaust fan an a slightly bigger than stock cooler so thats a plus, but just make sure you pick up a cooler cause this cpu doesn't come with anything, just the chip itself which is fine, its getting a little out dated but still not a bad cpu by any means

","Reviewed in the United States on May 5, 2020"
15,"
Works as advertised but don't even bother with the provided CPU cooler.
","

  Works as advertised but don't even bother with the provided CPU cooler.  These CPUs crank out a lot of math AND a lot of heat.  The CPU cooler it ships with works well enough provided you don't overclock and you install it in a case with great cooling.

","Reviewed in the United States on March 17, 2019"
16,"
Perfect CPU for my needs..
","

  Arrived brand new as expected and provided cooler will be put away in case of future need from someone as I use the EVO 212 cooler which is better for this CPU.. I have the i-7/7700K which stock is 4.2 GHz but I am not a gamer and will de-lid and use the 7700 as spare.. For photoediting and other software,, this is perfect!! :) Runs cooler too!!

","Reviewed in the United States on November 30, 2018"
17,"
Directions blow but solid product
","

  Super easy to install. Directions BLOW but utube came to the rescue. You would think Intel would provide better directions. Anyway... son is happy with the performance he is getting out of his pc. When he isn't bugging me about his gaming experiences my life becomes is good.

","Reviewed in the United States on March 3, 2018"
18,"
Misleading title
","

  Overall, a very good processor and a very easy installation. However, I don't think that the title that everyone see's on amazon should advertise the capabilities of the i7 7700K which this is not. I clicked on this product and bought it thinking it was the one that could be overclocked. Only after installation did I find out that I couldn't overclock this processor.So, this review is is more for false advertising rather than a bad product (which it is not).

","Reviewed in the United States on March 12, 2018"
19,"
Intel core i7 7700
","

  I remember putting it on my computer and the computer kept shutting off and on. I was wondering why it was doing this. Until I figured what it was and it was my bios, it was never ever updated. So I updated to see if it’ll work and it did, like a charm. Now I can run multiple software without clocking my CPU

","Reviewed in the United States on January 16, 2019"
20,"
Great CPU for iMac 27"" 5K upgrade
","

  I've upgraded my iMac 27"" 5K mid-2017 with. The upgrade is very challenging! But once installed the performance is great. Temps are very low. I'm almost regretting not having gone for the 7700K.

","Reviewed in the United States on December 14, 2017"
21,"
Great cpu
","

  Great fro low budget and safe working

","Reviewed in the United States on September 30, 2019"
