,title,content,date
0,"
not a boxed processor
","

  I did not receive a boxed processor with fan and heat sink. I received a tiny box with OEM CPU only.  This product description was a lie:What's in the BoxIntel Core i5-2500 processor, fan/heat-sink cooling solution, warranty booklet, and Intel Inside logo label.

","Reviewed in the United States on September 24, 2017"
1,"
Buyers should be told that this is different than what is represented here
","

  This is represented as an Intel boxed processor which would have a 3 year Intel warranty and come with the matching CPU fan.  The processor I just received is an OEM system builder one which does not come in the Intel box with a fan so it will only carry a 90 day Intel warranty.  As a system builder I feel that this is very deceptive representation.  Plus I had to rush order a cpu fan to be able to start the build.

","Reviewed in the United States on December 2, 2016"
2,"
Good upgrade for my multitasking needs.
","

  I upgraded from an i3 2120. I do a lot of multitasking, simultaneously running spreadsheets, CAD, at least 2 different browsers with 20 tabs opened, listening to Spotify and playing Hearthstone all at the same time on a dual monitor setup.I noticed my spreadsheets were crashing a lot after asking it do complex conditional formatting calculations. After installing the i5 my spreadsheets don't crash anymore, my the system is running quicker but it's noticeably smoother than outright faster. I also noted that the SSD speeds are up to 260/200 now, whereas with the i3 I was getting around 160/100. I put this down to having 4 cores instead of 2. Yes overall I am quite happy with the purchase, I have no complaints, I think maybe I should have gone all out and bought an i7 CPU, but these are still 2-3 times more expensive than an i5. Installing was super easy, although I did have to upgrade my CPU fan to one that could cool temps of 95W up from 65W. The actual CPU was used but in very good condition, I've had no problems with it.

","Reviewed in the United States on December 2, 2016"
3,"
Using this for a 18+ months, still a strong competitor
","

  I put this CPU in a budget build with other mid-priced components, and it doesn't even feel like a budget build *at all.*It runs cool, it's fast and Intel processors have never given me an issue. I've only stopped using them to go from single core to dual, and then dual to quad. They've never actually died on me after years and years of being on 24/7/365.Get this or the current equivalent and spend the extra money you saved vs an 8-core or an i7 on an SSD - and your computer will go from 'I just clicked reboot' to 'holy crap it's up and running 100% already' in 10-12 seconds.

","Reviewed in the United States on July 17, 2017"
4,"
It's worth every penny
","

  I got this to replace the CPU in an HP p6-2011 desktop.  I didn't buy a video card, maxed out the RAM, and what a difference this makes.  My lady plays her online flash games on Facebook and boy do they hog a lot of resources.  Well this thing right here makes all of that a non-issue.  The graphics are beautiful, the desktop runs damn near as well as my other PC that has an i7-2600k.  I'm sure if I bought a dedicated graphics card for her the graphics and performance would only go up.Make sure to research whether you want the 2500 or the 2500k.  Currently, as of this post, the 2500k is more expensive so if you want to spend the extra ~$60, go for it, you won't be disappointed.Also, make sure to max out the RAM as that will make a difference and obtaining a decent video card will as well.  Unless you plan on going for an extreme PC build, i7 is the way to go.  For a reasonable video card, try the EVGA GeForce GT 630 2048MB GDDR3, DVI and HDMI Graphics Card 02G-P3-2639-KR.  It's a pretty cheap video card and accompanied by maxed RAM and this CPU, you'll have a great running PC that will last for at least 5 years without having to change out parts that can perform all your daily duties and gaming flawlessly.  You won't be disappointed.

","Reviewed in the United States on September 24, 2017"
5,"
Great budget processor for work, computations, gaming
","

  I was hesitant to buy an older generation, 32nm architecture processor. It was made for DD 30 DIMMs up to 1333 MHz, but I have been running mine at 1600MHz and it runs great. With 16GB ram it runs computational physics and chemstry programs smoothly alongside general media and networking. I am not using the oem fan, but my cores haven't ever exceeded 85C, and even after 120 hours of computation time when they are toasty I don't have performance issues.

","Reviewed in the United States on August 4, 2013"
6,"
Sandy-Bridge still rocks at age 5
","

  As someone who who stays well informed on tech I knew this was a great deal at around $100.  And drops right in my P67 mobo.Upgrading from an i3 2120 the difference is remarkable.  Added a modest aftermarket cooler too for around $20.  So although this is not the ""K"" part, the limited overclocking allows >3.9Ghz across all 4 cores at <65c (4.2 turbo)

","Reviewed in the United States on February 6, 2014"
7,"
No complaints!
","

  I'm happy with the processor seeing I came from an i3. It runs windows 10 well and is quick. I'd definitely buy another (and am leaning that direction more and more).

","Reviewed in the United States on July 25, 2017"
8,"
Great CPU, but pay $15 more for the i5-3550
","

  This is a fantastic CPU, and if you read any technical reviews, they all agree. Intel really is king right now, and this CPU is a great choice.That said, unless you are really penny-pinching, you should really look at the i5-3550, which when I bought it was only $15 more, and has an improved architecture (thus speeding up your processing): [...]Edit: Apparently, now the i5-3550 is even cheaper than the i5-2500, which makes no sense to me. I have no idea why you would buy this CPU over the 3550, especially since the 3550 is cheaper!

","Reviewed in the United States on March 7, 2016"
9,"
Works as intended
","

  This processor is good enough I'm still not thinking in buying anything in the short term; perhaps we are already at that point where processors are fast enough for anything. This model doesn't even have HT but i don't miss it, 4 physical cores work just fine, and it has that ""turbo"" mode where the processor gets slightly overclocked when using a single core. It's been rock solid, doesn't get too hot (around 50°C) with its stock fan. I'll be using it for many more years.I run Linux and this performs well doing anything: games, productivity, video, etc. Runs cool, saves power when not stressed.This model is not multiplier unlocked (you need model K for that), which means you can't do fancy overclocking on your own, but i never intend to. What for? this stuff is fast enough as it is and i rather have it last long.

","Reviewed in the United States on September 9, 2019"
10,"
Good CPU for vostro 260 upgrade
","

  I upgraded my vostro 260 with this CPU and it's working great. The packaging could have been better.

","Reviewed in the United States on September 24, 2017"
