,title,content,date
0,"
Why are you supporting this product?
","

  2700x is literally an overall better CPU across more metrics.Intels screwing their customers by forcing hyperthreading on its next step up CPU. Either of the 2 are over priced garbage with not even 2% better performance than the 8700k in gaming. Do some research you will see this ""gen"" has 1-2 more FPS max in gaming compared to 8700k. That goes for the 9900k as well!! 9600k is the only one I would reccomend here.The 8700k is better than this for a cheaper cost because of its hyper threading.Buying more of these processors is only entitling intel to continue the outrageous price hike.First it was no improvements on their cpus for years. Now it's the same with this ""generation"" but a hefty slap in the face for cost.

","Reviewed in the United States on October 24, 2018"
1,"
Intel 14nm has hit the ceiling
","

  I'm torn with this processor. Moving up from the 6600k at 4.5Ghz that I ran for the past 2 years this processor obviously is much better than the first gen 14nm in productivity. However I can't say that I'm blown away by the gaming performance increase that I netted. Moving from an 8700k to this 9700k would make little to no sense at all.I put off finishing a new PC since March of this year for the z390 platform and it's accompanying 9th series chips. I don't feel like I would have missed out on much by utilizing z370 and the 8700k however.I have my 9700k overclocked at a stable 4.9Ghz across all cores with 1.250 volts on the vcore, but have not had luck being able to hit 5Ghz even at 1.4 volts. I'm not going to go higher for temperature reasons. Maybe it's my chip and the silicon lottery was not in my favor.Temperatures are fairly good for the packaged power. With my H150i Pro 360mm AIO and Thermal Grizzly Kryonaut my CPU will idle around 30 C with a room temp of 23 C. My 6600k idled at 24 C with a Hyper 212 evo. After 30 minutes on Prime95 I max around 80 C and it will not rise after any further length of testing.New build:Aigo Atlantis casei7 9700k @ 4.9GhzZ390 MSI Gaming Pro Carbon motherboard1tb 970 EVO M.2 SSDMSI RTX 2080 TiCorsair H150i Pro 360mm AIO16gb Corsair Vengeance PRO RGB 3200mhzCorsair RM750x power supply7 ea - 120mm Aigo RGB fans with controller

","Reviewed in the United States on November 12, 2018"
2,"
Best gaming processor you can find.
","

  My setup:Intel i7-9700K @ 5.0 GhzNoctua NH-U14S (2 fan)Asus ROG Maximus X Code - BIOS 1704Team Dark Pro 2x8 CL14  @ 3200 MhzEVGA RTX 2080 XC UltraEVGA Supernova 1000W GThere's little doubt in my mind this is the best gaming processor available for sale today.  It's fast, reliable and cooler than the previous i7, also very easily overclockable.This processor is so fast for everyday use and gaming I honestly can't think of anything bad to say about it. Having upgraded from an old system, it feels so completely different I cannot recommend it enough, however the best things about it (for me) is its performance while gaming and its thermals.Paired with a RTX 2080 this processor is able to deliver a stable 120+ FPS on most titles I tested in a 2K resolution, multitasking is also incredibly fast, haven't noticed any influence at all on games even with open software in the background.I have it OC'ed with 1.3 Volts Vcore to 5.0Ghz and right now, no problems in any stress tests I tried and I've done absolutely zero tinkering yet, it worked right ou of the box. I'm using a Noctua NH-U14S aircooler with 2 fans and usual load temps (while gaming) are in the high 50s low 60s, on all my stress tests the highest temp I got was 85oC under heavy AVX load, which is unbelievably cool for the setup I think. The soldered IHS is perfect for those who (like me) are not comfortable with deliding their CPUs giving us way better results for zero hassle. I think it's important to say that I'm running it in a (high end) Z370 motherboard and it's working perfectly.

","Reviewed in the United States on November 12, 2018"
3,"
A Warning!
","

  If you get this chip and plan on installing it on your z370 motherboard make sure the motherboards bios is up to date so you can use the cpu if not the pc will not post on the monitor so try to get a 8 gen chip and install that after go to your motherboards company website and download the latest update so you can use your i7 9700k ,But after all that hell the cpu works great and is a beast I highly recommend it. I had to go through all that sadly. It paid off this was my first pc i just need a graphics card then I'm set.

","Reviewed in the United States on October 24, 2018"
4,"
5.1 ghz at max temp of 79 C
","

  Running at 5.1 with XMP at 3200.  For cooling I am using a corsair h110i and kyronaut thermal paste.  The max core temp recorded was 79 C during cinebrench and cpu mark.Using a Gigabyte Z390 Aorus Ultra.  (Gigabyte probably has the best VRM of this generation of boards)cpu mark - 20352cinebench r15 - 1631 (stock got 1472)

","Reviewed in the United States on November 12, 2018"
5,"
Complete Scam
","

  Please read recent 1 star reviews. I received a blatantly fake processor identical to other scammed customers. It was sent in an unbranded box, wrapped in bubble wrap, and in a plastic sleeve held closed by a rubber band. The pins are absolutely destroyed and there is dry thermal paste covering both sides. This is unbelievable. I have reached out to support and they are sending a replacement. I will update this review accordingly if I am sent an authentic, unopened and brand new 9700k. Until then, stay far away.

","Reviewed in the United States on November 8, 2018"
6,"
Solid Processor
","

  Running at 5ghz across all cores w/o much effort (Voltage peaks to 1.59). Used the recommended configuration in bios for 5ghz on Asus Prime z370-a (upgraded firmware). Ran Prime95 blend for 12hrs, no issues.  Corsair i115 Pro cooler (280mm).

","Reviewed in the United States on November 8, 2018"
7,"
Workhorse gaming CPU! Overclock friendly. Running 5.1GHz @1.385v
","

  I'm upgrading from a 4790k. If you own something from recent generations, then upgrading may be unnecessary (depending on your disposable income). I know the allure of owning the latest and greatest, of which this is for gaming.Previous build:cpu: 4790K @4.4GHzcooler: Cooler Master GeminII S524 Version 2mobo: MIS Z97 Gaming 7gpu: Asus ROG Strix OC 1080 Timemory: Corsair Vengeance 2 x 8 DDR3 1600MHzpsu: Corsair TX750Current build:cpu: 9700K @5.1GHzcooler: CORSAIR H100i PRO RGBmobo: Asus ROG Strix Z390-Igpu: Asus ROG Strix OC 1080 Timemory: Corsair Vengeance 2 x 16 DDR4 3200MHzpsu: Corsair HX850i9700K v 9900K:For gaming, the 9700K is ~$120-150 cheaper and you only lose a few frames and in some cases gain frames. The question of whether Hyper-threading is right for you is up to your application. Gaming benefits from clock speed over core count once a minimum core count is reached. I think the was Intel's rationale in offering the 9700K. It's a budget 8 core unlocked 9th gen cpu with no Hyper-threading.The 9900K is the obvious superior choice for multi-threaded operations and encoding. If you're looking for a powerful encoding cpu for broadcasting/recording, the 9900K will be a budget buy beating out the entry X-series HEDT chips by at least half the price.If you are looking for a high performance gaming cpu, this should be on your short list. Gaming benchmarks comparing the 9700K v 9900K show negligible differences. I'll leave the AMD debate/comparisons for others.I'll let the benchmarks I've attached speak for themselves, but here is the tldr.I overclocked to 5.1Ghz using XMP I, DDR4 3200MHz. I turned off Speedstep and Speed shift as this brought me more stability when playing games, specifically LoL.Idles at ~40 degrees @1.359-1.368v. Under load ~80 degrees @1.376-1.385v.I have included benchmark screen shots (each paired with the corresponding HWMonitor results) from CineBench, CPU-Z, 3DMark Time Spy Benchmark & Stress tests. I'm extremely happy with the performance of this processor. It runs warm, but an overclocker should be prepared for advanced cooling solutions.

","Reviewed in the United States on June 19, 2019"
8,"
SCAM, BE AWARE
","

  DO NOT BUY. I should have read most recent reviews. I’ve been purchasing from amazon for many years now and this is the first time something like this ever happened to me. I have no idea what type of chip this is but it sure ISNT what I ordered.

","Reviewed in the United States on October 25, 2018"
9,"
FAKE!!
","

  This is not a real intel i7 9700k processor.  This is a fake rip off that isnt even a CPU.  See the attached photos.  It DOES NOT come inside an intel box.  It isn't square.  It have no serial number on it.  This is a 100% fake.

","Reviewed in the United States on December 19, 2018"
10,"
RETURN!!!!!!
","

  I just got scammed!!!!! This is unacceptable. I was so hype and this just ruined my day. The box itself was extremely light weight so I just predicted what will happen but this is such bummer to a beautiful day.

","Reviewed in the United States on October 24, 2018"
