,title,content,date
0,"
Excellent processor
","

  I did a small upgrade on my system, including this processor.My computer is primarily used for compiling Visual Basic and C++, with some play of ancient games and managing some movies and files.This step's through far better (and faster).  I am now able to ""run through"", and not just go step by step.  Recompiling videos takes about a quarter the time as before.The two changes were going from SATA II to SATA III (double speed on the SSD, not directly connected to the processor), and going from an older i3 3.0 GHz dual to this one.The difference is tremendous.If you want to do gaming, get an i5 or better.  This can get the job done, but you will appreciate having spent the extra money.If you only do games from 2014 and before, this one will more than make the cut.  If you work with numbers and scripts, this CPU is more than you need, but you'll appreciate the extra.I would recommend this to any moderate end computer user.

","Reviewed in the United States on October 11, 2016"
1,"
Best bang for your buck
","

  For the price you cannot shake your head at this CPU. Offers great performance in older games when matched with a GTX 950, runs very cool, the stock CPU fan looks undersized but it does a great job of keeping up and with the case open next to me I haven't heard the fan yet. I'm hoping someday to upgrade my system to an i7, but this chip is doing everything I need it to do right now.

","Reviewed in the United States on October 2, 2017"
2,"
Best chip for the money
","

  For mid level computing and high level gaming, I am very happy with this chip, I might upgrade to something with some more multitasking capabilities if I need to but this one is great so far, It does get a little choppy when I multitask sometimes but I can play online games and watch streaming services side by side with almost no interference.

","Reviewed in the United States on October 11, 2016"
3,"
Great Cost-Performance Ratio
","

  I got this because it's price point to processing speed was among the best that I'd seen. I mostly do single-threaded computing and trailing edge games, so this thing delivers exactly what I need. I rarely get this thing processing so hard that I can hear the fan. I paired this with a respectable NVidia GPU and an SSD, giving me 60 fps on most older games.

","Reviewed in the United States on July 21, 2016"
4,"
So far this seems just as good. I know all of the benchmarks show the ...
","

  My last processor was a sandy bridge core i7.  So far this seems just as good.  I know all of the benchmarks show the sandy bridge i7 being faster but I don't notice any difference for day to day activities.  The ipgu hd 530 especially surprised me.  It runs the Dolphin Emulator great.If you're looking at a core i3 I would also consider a pentium g4500.  It

","Reviewed in the United States on September 9, 2017"
5,"
I bought 2 of these for some HTPC builds and they work amazing. very impressed with the i3 under 100 dollar ...
","

  You get what you pay for normally. I bought 2 of these for some HTPC builds and they work amazing. very impressed with the i3 under 100 dollar pricetage and performance and spunkiness of the CPU. now don't go thinking this can handle some intense gaming (obviously paired up with a graphics card) or even heavy video editor software. It would definitely be chugging for awhile as it is not an i5 or i7 by any stretch of the imagination. But it is perfect for the budget builds that would do light gaming as well as some video streaming and HTPC style workload.

","Reviewed in the United States on October 28, 2017"
6,"
Works as advertised.
","

  I am very pleased with this product. I have had no problems with its operation. Please note- it has built-in graphics processor. Unlike the i5 which does not. that is what makes this chip a slightly better value due to not having to spend way more money on a separate graphics card.

","Reviewed in the United States on July 30, 2016"
7,"
Packs a punch and up gradable skylake architecture.
","

  Nice step into a Skylake setup that can be upgraded. I paired this with 16 GB or ram, M.2 drive and a Gigabyte Z170 mini ITX board so when and if I need to drop in a Skylake 6600 I can. I plan on purchasing a GTX 1070 in June too. This chip offers the best price to performance that I could find and still get good enough on board graphics to hold me over until the 1070 is out.

","Reviewed in the United States on August 18, 2016"
8,"
Does the trick
","

  Your going to want to upgrade to a intel i5 not a i3. Thats the best advice i can give for this product. I will say for the price it runs game pretty smoothly.

","Reviewed in the United States on December 7, 2019"
9,"
Nice Processor
","

  Fantastic processor. Had to watch some videos to get it installed. (That’s because I’m used to AMD.) Not hard to install though and a good value for the money. Used the stock CPU fan and thermal paste that came with it and it is running just fine.

","Reviewed in the United States on May 25, 2016"
10,"
Definitely a great buy for a budget gaming build
","

  Switched from an AMD FX 6300 to this. I was concerned about a performance drop since this has 4 ""virtual"" cores as opposed to six cores on the AMD. HOWEVER... This runs programs and games a lot faster than the AMD!! There are plenty of benchmarks out there to prove it. Definitely a great buy for a budget gaming build!

","Reviewed in the United States on October 11, 2016"
11,"
Great budget cpu for gaming
","

  I knew I wanted an intel cpu but my budget wouldnt allow it so my plan was to get the amd athlon x4 880k for my budget build but as soon as i saw the price dropped for this cpu i quickly got it ans now i'm very glad to say I'm happy with it and im glad i went with this cpu instead of amd, it was a good processor but ik this one it better, very fast cpu and easy to install.

","Reviewed in the United States on October 2, 2017"
12,"
Great budget gaming processor
","

  In case you haven't noticed already, this product is the PROCESSOR ONLY, no stock heatsink + fan. This is perfect if you're planning on using an aftermarket cooling solution.

","Reviewed in the United States on January 24, 2017"
13,"
Great buy for the price.
","

  I bought this for a small rig I made and so far its handled all games and programs very well. At first i thought it wouldn't be enough to run the latest games but so far its been able to keep up. Its installed on an MSI B150M gaming pro mobo with an asus 960 strix gpu with kingston hyperx fury ddr4 ram. I have it water cooled with a corsair h55. It makes for a small gaming rig but it handles all my needs very well.

","Reviewed in the United States on January 12, 2017"
14,"
Amazing processor especially at overclocking
","

  Amazing processor especially at overclocking, but if you plan on buying a GTX 1060, then this does bottleneck the GPU a bit. If I had to make another purchase, I would've bought the i5 6600k. THOUGH the i3 6100 is still amazing.

","Reviewed in the United States on May 7, 2017"
15,"
but I still love it. The integrated graphics served me well for ...
","

  Obsolete and Overpriced now with the g4560 series pentiums/Ryzen 1200/1300x available, but I still love it. The integrated graphics served me well for many months until I bought a graphics card. I plan to upgrade to i7-7700 years down the road.It's been Perfect for day to day use, work, and light gaming.

","Reviewed in the United States on May 9, 2016"
16,"
The i3 continues to prove to be the power house of budget systems!
","

  I built a new PC with this, with a MSI H110 LGA 1151 motherboard, 8GB of DDR4 2133 mh RAM, and running Ubuntu Mate Linux. So fast and responsive.  You don't have to spend a lot to get great performance anymore.

","Reviewed in the United States on October 30, 2016"
17,"
Power for Price
","

  Threw this in a micro-ATX with a GTX1070. Handled every game I threw at it. If you're not beating the crap out of the CPU then why look any further than an i3?

","Reviewed in the United States on October 17, 2017"
18,"
Great Product for moderate gaming and moderate editing.
","

  It can run all Adobe products well, runs 3D modeling in Inventor well.  Can render videos well.  Great budget product.  Runs games extremely well.  Only fallback is the fan it comes with, it's a little loud and the heatsink doesn't work as well as I would like.  While playing Overwatch with mostly Ultra settings it gets 60fps solid so it's a pretty good budget build CPU that I would recommend.  Also since it's a LGA 1151 it can be upgraded to a quad core i7.

","Reviewed in the United States on September 2, 2017"
19,"
It's a nice little CPU
","

  It's a nice little CPU, if you are just going to game or run light programs it's ideal, especially if you are unable to stretch your budget. I, however, managed to get a hold of some extra cash and replaced it with an Intel Core i5-7500.

","Reviewed in the United States on June 16, 2017"
20,"
Works better than I expected
","

  Used this for a budget PC for my kids. Installed it with an SSD and 8GB Ram. Works better than I expected. They use it for browser games and Minecraft. Even without a video card it works perfect for both. My kids are thrilled to have their own own PC that outperforms their dads laptop with an older i5. Would buy again in a heartbeat if I need to build another budget PC.

","Reviewed in the United States on October 11, 2016"
21,"
awesome. for most people anything else is overkill.
","

  Nothing to complain about with this baby.Super fast, cheap, and paired with my GPU card can handle all the games I play so far, mostly world of warships maxed out( didn't know the mountains had trees on them :)It is an awesome and cheap CPU.Figure out your needs and budget, for casual gamers and everyday use( besides art design, Photoshop etc), anything other than this would be overkill. and for the price, and being Intel, you can`t complain.

","Reviewed in the United States on October 2, 2017"
22,"
best budget minded first choice i know
","

  cheap price for newest architecture, very high clock. this sucker is brilliant for 1080p gaming and can even do higher resolutions pretty damn well for battlefield given you pair it with right gpu. 4k video rendering is spectacular with seperately purchased h60 water cooler or 212 evo fan. best starter cpu for my intel conversion.

","Reviewed in the United States on June 27, 2016"
23,"
This cpu was a great bang for the buck buy
","

  This cpu was a great bang for the buck buy. It gives you access to skylake which gives you access to  100 series mobos and ddr4. It Handel's well and under load I've only seen Temps reach 55 ONCE. Powerful enough for gaming and even programming. A great buy, highly recommended.

","Reviewed in the United States on January 2, 2016"
24,"
Great Value.
","

  This nifty dual-core with Hyperthreading is a breath of fresh air over my older Pentium Dual-Core. Paired this up on a Asus B250M-A motherboard as a media server and the two work great together. On board graphics is sufficient.

","Reviewed in the United States on October 27, 2016"
25,"
Worth the price for a normal usage PC Build
","

  Used this on a NEW PC build for my sister and since she only uses the computer for bills and surfing online I felt any higher chip would be a waste and any lower might be handicapping. And yet it still might have been overkill for what she does. But it works flawlessly.

","Reviewed in the United States on August 18, 2016"
26,"
Very Good CPU
","

  This is a very nice processor which I used in my recent budget build. The integrated graphics play many light games such as Minecraft at around 40-60 fps on very high settings. The included cpu cooler fan and heat sink get the job done for cooling the cpu if you are not planning to do any overclocking. Overall, this is a very nice cpu for the price and would definitely recommend it for anyone looking to build a great gaming pc.

","Reviewed in the United States on March 19, 2018"
27,"
You don't need a $1000 dollar build to enjoy the newest titles anymore
","

  PC gaming is so cheap these days. You don't need a $1000 dollar build to enjoy the newest titles anymore. I bought one of these budget CPUs for my brother's rig and he can play anything he wants with high settings. You can put together a pc with one of these plus a gtx 950 for $500 (minus OS) and get great results. (I used a hand-me-down r9 280 in his build).

","Reviewed in the United States on May 3, 2016"
28,"
PERFECT
","

  This is THE budget gaming CPU. Forget the fx 6300, or even the more exspensive 8300 series. This beats both those processors in HUGE ways. I've used this in two builds now. One not exceeding 450$ and being able to max games like GTA V. Perfect CPU don't look anywhere else.

","Reviewed in the United States on May 17, 2016"
29,"
Price/performance ration good.
","

  Excellent bargain if you want a fast (3.7Mhz) chip and don't need a lot of cores (only 2). For Lightroom that's what you want. I am using it with an m.2 SSD mounted on a PCI adapter and the whole thing screams.

","Reviewed in the United States on August 4, 2016"
30,"
Single core beast.
","

  While not as proficient at multicore as it's bigger Skylake siblings(this bad boy is only dual core), this little guy is still a monster. Cheap and powerful. Performs surprisingly well as a mid level entry gaming cpu.

","Reviewed in the United States on October 11, 2016"
31,"
Fantastic
","

  It was really good before I finally sold it for an upgrade.

","Reviewed in the United States on October 2, 2017"
32,"
Great processor for budget builds!
","

  This is a great processor! Great for budget builds or any builds that aren't super process heavy. If you're a heavy user, you should probably look at an i5 or i7 in the Skylake family. Pairs well with a 970. Anything more and you may as well splurge for an i5.

","Reviewed in the United States on November 12, 2016"
33,"
It is the latest and greatest from Intel
","

  This thing is a CHAMP.I purchased this for my wife's budget build.I have 0 complaints with this guy.It is the latest and greatest from Intel. DDR4 support.2 cores + hyperthreading.Great price.Stick with Intel, they are the kings of CPU's

","Reviewed in the United States on August 28, 2019"
