,title,content,date
0,"
Just died 237 days after purchase.
","

  I've been plagued with Windows 10 blue screen errors that grew in frequency over the last couple of weeks. It's almost always ""WHEA UNCORRECTABLE ERROR"". Now I cannot even boot into Windows without almost immediately getting a blue screen. I've tried new RAM, so that is ruled out. I tried a new SSD, no dice. I took out my GPU and ran from on-board graphics, no dice.I unplugged everything required for the PC to run. I didn't even have a HDD or SSD installed. I popped in my Windows 10 USB installer, annnnnd blue screen. WHEA UNCORRECTABLE ERROR. I swapped in a friend's CPU to test my motherboard and make absolutely certain there was nothing wrong with it, and everything booted up and worked flawlessly.We put the CPU into his motherboard, blue screen. WHEA UNCORRECTABLE ERROR.  The CPU is completely dead. It was never overclocked (it obviously can't be since it's non-K). It was definitely properly cooled for all 237 days that it was installed. It was never overheated or even used for gaming. At worst it was used for a design software that recommends a 3rd gen quad core.This is a well taken care of machine, and the CPU completely gave up on me for no reason at all.

","Reviewed in the United States on April 29, 2018"
1,"
awesome Processor can't really go wrong with an i5
","

  came in time for the build! awesome Processor can't really go wrong with an i5.... if your looking to render Massive video files or major editing i wouldn't upgrade to a i7

","Reviewed in the United States on November 1, 2018"
2,"
I like it so far!
","

  At first I was thinking of getting the overclockable version, but coming from a potato laptop with a 4th gen i7 processor, I was okay with getting this version i5-8400, I like it, it's snappy fast, all works good so far, and i'm happy to say that, because I've never built a PC before and I just did 2 days ago by watching youtube tutorials lol, but I realized that if I wanted the i5-8600k I needed to  get a more expensive motherboard, so I ended up saving lots of money to invest in the GPU and other peripherals.-----------------------------------------------------------------------------------------------------------------------------------------  UPDATE 2/25/2019 :After about a month of using my PC with this processor, I haven't had any issues with it! installed Extreme utility Tool for intel to verify the temps of the processor, Playing fornite after 1 - 3 hours, it has not exceeded more than 57 Degrees, so it was always pretty cool, I'm using the CPU cooler Deepcool Gammaxx 400 white LED.  CPU usage never exceeded 75% I believe also while playing/rendering, used this processor with the Asus dual GTX 1060 6GB + 16GB 2400mhz Ram.For an 8 minute video in 1080p 60fps format, it took about 10-20 minutes of rendering ( of course load is both on the CPU and GPU during this process) , paired with the board : B360M DS3H + SSD Adata 240GB, the PC boots in 13-16 seconds from the moment I press the power on button on my computer. I am happy I went with this processor instead of the i3-8100 ( which I was thinking of at first ) but my friend suggested an i5 of the 8th gen at least for basic future proofing .( BTW ) my YT channel is : Zealous Pumpkin check me out ! I do meme edits and funny videos about fortnite lol!-----------------------------------------------------------------------------------------------------------------------------------------UPDATE 4/17/2019:3 months in using this beautiful underrated CPU! This thing is really nice , For any interested gamer ,Fortnite 1080p Maxed out an i5-8400 CPU + GTX 1060 6GB will play from 60-90fps , I cap my fps to 120 with my custom settings and with unlimited fps, it can reach 200fps+ sometimes and minimum 120. this processor with the right cooler, has never gone over 60C for me , and I live in quite a hot country btw. got this for 179.99$ before black friday and have never seen it go lower than that ( Just once on May-August 2018) for the same price but never again , so it was a great deal.

","Reviewed in the United States on November 1, 2018"
3,"
LOVE the provided fan mount!
","

  I recently moved from AMD to Intel and love that I did.  I went with a Gigabyte Z390 Aorus Ultra motherboard, the fan mounts are great, they just snap in place (not like the lever I had to use my AMD fans).  I elected to use a water color I bought for my AMD, the upHere Technology all-in-one 120 mm PWM fan and works just fine.  Although the cooler lists it doesn't work with 1151, it fits just fine (look online for installation).I primarily upgraded to be able to support World of Warcraft (WoW) battle grounds (BGs), especially the epic ones with 2 x 40 people in them.  The chip was defaulted to 2.8 gHz, before doing any dabbling on overclocking....I tested it out in the BGs.  Worked great, even when in close proximity of 50 people (no lag).  My AMD was at 3.6 gHz (using 32 gb of ram) and this runs better even though I am only using 2 x 4 gb ram strips on my intel setup.

","Reviewed in the United States on April 29, 2018"
4,"
Best CPU you can buy for under $200
","

  This is my 4th build with this CPU (3 of them for computers running Blue Iris Security camera software).Great performance and Blue Iris is much much happier with this i5.  My 7400 series was often hitting 80% cpu usage with 6 cameras in 720p resolution; with this bad boy it is now averaging 9 percent cpu usage.

","Reviewed in the United States on January 15, 2019"
5,"
Superb CPU!
","

  For anyone on a budget, looking to get the best bang for your buck... let me eliminate your guess work... GET THIS CHIPSET. It is an extremely powerful CPU for the price and don't let the clock speed worry you, this Chip will run close to 3.9 on multiple cores. Pair this up with a z370 motherboard to make the best of it. If you are on a budget, you won't regret getting this thing.

","Reviewed in the United States on January 19, 2019"
6,"
Fast, great for gaming well worth the purchase
","

  Upgraded from an old AMD 955 black edition to the 8400.  Work greats, much faster, improved gaming results, all the obvious things.Only downside is I'll need a space heater for my office, my old amd 955 worked great in that regard.

","Reviewed in the United States on July 20, 2018"
7,"
Perfect for Mid-Level Gamers!
","

  Great! Runs super fast in games paired with a GIGABYTE GTX 1080. Can get hot but with the right cooler, should be okay. Heavily recommended for a mid-level gaming build!

","Reviewed in the United States on April 23, 2018"
8,"
Perfect for 1080p gaming and likely 1440p.
","

  Pros:- Easy to install (no overclocking and stock cooler is enough in most scenarios)- 6 Cores.- Benches extremely well relative to other CPUs and other i5-8400s ( I hear some pass quality control with issues that still allow it to function but significantly limits its power).- Low heat and power consumption- Capable Internal GPU.Cons:- A little pricy for a locked processor.- No hyperthreading.I recently got a 240 hz monitor and this processor can maintain 200+ fps for most the games I play (League of Legends, World of Warcraft, Overwatch) while having twitch open. I only have an old rx 580 so its likely the bottleneck.Previously I had a 120hz 1080p monitor and with uncapped framerate it can push up to 360 fps in League of Legends with the onboard UHD 630 graphics card.

","Reviewed in the United States on February 25, 2018"
9,"
Mind Blowing performance
","

  Its so fast... Its so ungodly fast. I've never seen a CPU this fast in my life. This chip is incredible. What do you wanna do on a pc? Anything? Everything? I cant think of anything I could wanna do that I cant do on this CPU. By the way, this card is a perfect match for a GTX 1660. If thats the card your looking at, this is the cheapest CPU to enjoy that card at its full potential.

","Reviewed in the United States on May 13, 2018"
