,title,content,date
0,"
Sauce
","

  It's actually pretty fast. Seriously, don't knock it just because it isn't the latest, greatest, bestest. I definitely don't regret buying this over my usual AMDs. And don't get me wrong, I like AMD, but honestly, if you're just looking for something for steady gaming but don't wanna spend a ridiculous amount, you found it. The stock fan is meh, better than expected, but an aftermarket fan would obviously be better. It is not unlocked, so don't bother if you're trying to overclock. I've had this for about a year, and I have yet to run into anything wrong with it.

","Reviewed in the United States on September 18, 2018"
1,"
Pairs amazingly well with my GTX 1070ti! Make sure ...
","

  Pairs amazingly well with my GTX 1070ti! Make sure you check to see its combatible with your motherboard! When i bought this, it was not combatible with mine so i had to buy a new motherboard. It wasnt a big deal, i needed one anyway, but still.

","Reviewed in the United States on April 29, 2019"
2,"
A great buy definitely don't regret
","

  This is an all around great CPU I bought this two years ago now and have not run into any issues I'm also using stock fan since this is not a k and not overclackable  this is a good investment if you're looking for a reliable midrange cpu, but with pics like the new ryzen line up it's kinda outdated for the price right now if you're going for highest clock speeds and number of cores

","Reviewed in the United States on September 18, 2018"
3,"
Comes with CPU fan.
","

  I am a noob at computers, and I probably should've known this by the size of the box but this comes with a CPU cooler. Yup. I had to return the one I bought and had to pay shipping (ugh...). Please don't make the same mistake as me, lol

","Reviewed in the United States on January 11, 2018"
4,"
Great, but old news.
","

  Great CPU, but honestly would not recommend now that Ryzen has been released and offers more competitively priced options at this performance level.

","Reviewed in the United States on June 24, 2019"
5,"
Well worth it!
","

  This processor is definitely worth the purchase! I was a little hesitant about getting this CPU at first. But once it arrived and I got it hooked up it was well worth the purchase. I upgraded from a Pentium G4560 and there was a significant difference in performance. If you’re thinking about upgrading your CPU I would recommend getting this processor. If you pair this CPU with the right GPU it will perform well in the gaming department as well. Overall a phenomenal CPU!

","Reviewed in the United States on November 11, 2017"
6,"
It's just as good and I don't miss the milliseconds I could've gotten ...
","

  Decided to go with the i5 6500 versus paying the additional cash for the higher end 6600/6600K. This processor is incredible. It's just as good and I don't miss the milliseconds I could've gotten from the others. I did use the heatsink this processor came with (The higher end processors come with the chip alone) and it seemed to work out well. It was very easy to snap on the motherboard and was adequate cooling. For anyone who knows what they're doing though, it's always better to go with an aftermarket heatsink to keep your investment cooler.If you're on a budget and want to put the money elsewhere, I would recommend this processor.

","Reviewed in the United States on March 21, 2017"
7,"
Excellent mid range processor
","

  For anyone looking to build or upgrade their processor in a gaming/productivity PC, look no further. The intel i5 6500 is one of my favorite processors in its performance range. When I first installed this processor into my PC it was a breeze. I was pretty astounded at the speed, swiftness, and reliability of this processor. This processor can prove to be more than enough for most of your needs. You need it for gaming? It gets the job done right. Productivity? You got it. This i5 can handle most of any tasks you can throw at it. The price also isn’t bad at all for the performance you’re gonna get. It’s a great all around processor.After a couple years of using pretty heavily it has shown some age, however, nothing major. It sometimes will display a little lag and get slow, however, nothing to hinder performance in gaming or nothing to slow your work day down.

","Reviewed in the United States on October 18, 2019"
8,"
Five Stars
","

  Used for my first rig. Haven't found a reason to get the I7.

","Reviewed in the United States on August 15, 2016"
9,"
working great
","

  i needed to update from a pentium processor i was using on a ethryum mining rig i built, back to a gaming rig for 2nd computer, this runs better than the 2500k i was using.

","Reviewed in the United States on September 26, 2018"
