,title,content,date
0,"
The i5 is perfect for my needs
","

  The i5 has always been my processor of choice. I don't need the i7, and I'd rather have the reliability of Intel over AMD. The i5 is perfect for my needs. Heavy gaming, Adobe Photoshop, Premiere, Flash, Illustrator, InDesign all run flawless. No issues with heat on a ThermalTake NiC F4 cooler, even when utilizing my SLI setup. Never goes over 65C. I highly recommend for gaming, as the i7 is simply not needed. It's been proven that the i7 only gives a 5-10% increase in performance over the i5 because games are not utilizing more than 4 cores at this time. That small performance increase is just not worth the extra $110+ for me.

","Reviewed in the United States on May 2, 2016"
1,"
Won't be buying from BeachAudio again
","

  Ordered from BeachAudio:  I won't be buying from BeachAudio again.  What I received was a tray chip, not a boxed chip.  Tray chips are sold in bulk to system builders like Dell or HP and don't have any warranty to speak of.  Tray processors are cheaper, this item is full price.  All my tests have worked so far, but based on the items photo and part number, I was expecting a boxed processor not a tray processor.  I can't speak to other sellers, YMMV.

","Reviewed in the United States on October 11, 2019"
2,"
Intel Core i5-4690 Processor.
","

  With the demise of Windows 7, I thought it would be good to get acquainted with Windows 10 and build a system for it.I chose this processor for the reason it was not a ""K"" model so there would not be a large heat factor, it cannot be overclocked, but who needs it with 3.5 GHz. forward. It runs cool and runs hard. Temps are in the middle 20c. Put it on a Asus Z97 board which has expired already.This CPU supports 1333 and 1600MHz memory natively. The taller speeds you have to monkey with the BIOS.Also supports many office type applications.  Contains Intel 4600 graphics which are fine for every day use. The price tag was very good.Fast and a lot of fun while it lasted. Ordered another board, I be up again shortly.Delivered on time, packed well.

","Reviewed in the United States on May 2, 2016"
3,"
Working great, arrived on time
","

  I downgraded the game score because this is the older single-thread-per-core i5 while the newer ones are two threads per core and thus much quicker.  Otherwise, used or not, the CPU was at least like-new and went in easily and is functioning well.

","Reviewed in the United States on October 11, 2019"
4,"
3 years later and it seems to still be running ...
","

  3 years later and it seems to still be running strong, i hope it lasts awhile longer. this paired up with a gtx 1060 6gb and 15gb ram can play modern titles (2018) quite well.

","Reviewed in the United States on January 17, 2016"
5,"
Great product for a great price
","

  I completed my new computer build with this and it runs amazing.  You can always trust Intel to provide quality processors.  The i5 is perfect for gaming and with be able to stand up to games for a long while.  Its a perfect middle class processor delivering excellent power for the price.  Plus pairing and Intel processor and a SSD give a start up time around 2 seconds.  Definitely cant complain about that.  I would recommend this to anyone who is looking to upgrade or build a computer.

","Reviewed in the United States on April 16, 2020"
6,"
Its just what I needed
","

  After I finally got it, was stoked to install and get to checking out how my games ran. I was using an AMD FX Vuschera 4.0ghz before with quad core, and had the gigabyte 970 8GB of ram, on arma 3 I would normally get 20-45 FPS at 1920x1080p. After I put together my new pc which uses the i5 instead of the FX, all other hardware, minus motherboard, stay the same, I was getting between 45-70 FPS at 1920x1080p. I checked the FPS based on a Breaking Point US Servers and used nvidia shadow play for the FPS Counter. Needless to say, I am very happy that I finally got this processor, and since I don't intend to Overclock, this is perfect for me. If you intend to overclock, and don't need hyperthreading, you may check out the i5-4690k.

","Reviewed in the United States on February 15, 2018"
7,"
incredibly Fast!
","

  This processor is worth every penny. I do a lot of Video Converting, and it was a pain having to wait 30 mins to convert a 25 minute video. Now with this processor, I can convert a 25 minute video in 3 Minutes! if that gives you any idea as to how fast it is. That turbo boost kicks in and she just starts flying! Every other task has been surprisingly fast as well. This thing just blows right through everything I throw at it. I mainly bought it for gaming but, I do also convert videos A LOT so this processor is good for everything I needed it for. I haven't actually gotten to play any games using it yet, but I can tell just by how much of an improvement it is over my last CPU, that games wont be an issue for this processor.Here's some of what I have on my PC right now.- OS - Windows 8.1- CPU - Intel i5 4690 3.5 Ghz- RAM - 8 GB DDR3 1600 Mhz- Motherboard - MSI Z87-G45 Gaming- PSU - 620 Watt- GPU - Integrated Graphics Motherboard/CPU (No Graphics Card yet) Picture looks GREAT!---------PROS---------Incredibly FastRuns through everything I throw at it with easeSuper quietVery solid 3.5 Ghz with 3.9 Ghz Turbo that automatically kicks in when needed.If you're not looking to overclock, this is the one you want.--------CONS---------None.

","Reviewed in the United States on April 6, 2015"
8,"
Great customer service.
","

  Very cool guy I spoke with helped me understand what I needed. He was right. Works perfectly.

","Reviewed in the United States on November 18, 2014"
9,"
Powerful
","

  Extremely powerful processor! Go to Tom's hardware CPU Heirarchy and you will find this to be one of the top of the line i5's. I was able to run BF4, BF3, Dying light, Far Cry 4 and Titanfall at great graphics with very playable FPS while using my old ATI Radeon HD 5770 which is by no standard a very powerful card nowadays( Tom's hardware GPU Heirarchy). I am of course waiting for my newer card to come in (R9 280X toxic).Update: Ran this with my Sapphire R9 280X Toxic and i can Max out literally any game I previously mentioned with high resolution and almost always 100+ FPS

","Reviewed in the United States on June 22, 2014"
10,"
Great CPU
","

  This cpu really helped up my gaming performance over my 3420, the difference is amazing. Stock cpu is garbage but I am not gonna dock a star for that because it's expected. Just get a cheap cooler master and you'll never have to worry about temps.Definitely a must buy for a gamer who has not interest in OCing or cannot due to their MB.

","Reviewed in the United States on May 2, 2016"
11,"
Works well
","

  Good little 4th gen Intel.It's old but it;s a workhorse. Running a home server with this, working well.

","Reviewed in the United States on October 11, 2019"
12,"
Best inexpensive processor on the market
","

  Best inexpensive processor on the market!  Highly suggested!  Works well for 4k editing and GoPro footage.  Haven't played too many intense games but works well for the ones I have played.

","Reviewed in the United States on July 20, 2015"
13,"
Fantastic CPU
","

  Cannot believe the speed increase from this cpu. MMO's run as smooth as silk (already had a fast GPU) and video transitions at 1080 (when editing) using Sony Vegas are now smooth as butter. If you don't need to OC then this is your ticket.

","Reviewed in the United States on August 2, 2017"
14,"
Amazing this thing jumps from 3
","

  Amazing this thing jumps from 3.5 GHz to 3.9 GHz i comfirmed on bio's, all 4 cores running at 3.9 GHz Good money spent!

","Reviewed in the United States on May 31, 2016"
15,"
This processor is amazing!
","

  I'm using it in a PC running Windows 2012 Server R2 with 16GB (soon to add 16GB more) RAM and 4 HDs.  I'm hosting 4 Win 8.1 Hyper-V VMs on it while using it also as a front end of a HTPC and notice no performance issues whatsoever related to the processor.VM1 is a PLEX video server (for Rokus and Chromecasts) and ""NAS"" (just a Windows 8.1 share) to deliver videos to XBMC front end running on the server host OS itself.VM2 is my son's PC, accessed at his desk via a Wyse thin client.VM3 is my PC that I use for all my personal stuff, accessed via anything I have my hands on at the moment (Chromebook/Windows laptops, android tablets/phones, etc.).VM4 is used as a downloader and hosts any other types of server software I need to run.I also installed another NIC for better network performance.  The only performance hit I noticed was because the VMs were all hosted on one HD and my HDs are normal speed.  I moved 2 of the VMs' VHDX files to a different HD and BAM!  All VMs are now super fast.  I'm barely teasing the power of this processor and probably could have got away with an i3.  But I always like to leave some elbow-room so I'm very happy.

","Reviewed in the United States on March 11, 2015"
16,"
Nice Processor
","

  Great Processor for the price. If you plan on overclocking your processor just spend a little more for the i5-4690-K.

","Reviewed in the United States on December 12, 2016"
17,"
Runs fast and cool
","

  Smoking fast processor. I don't need to overclock. Runs cooler than the other brand. Eats everything I throw at it, great for multi tasking. I trust Intel: quality & reliability.

","Reviewed in the United States on October 8, 2014"
18,"
Former AMD customer
","

  Have always used AMD thought I would give this I5 a go and I have not been disappointed. Theprocessor has worked flawlessly and I have noted much faster boot up and I have yet to finda program to bog it down.

","Reviewed in the United States on November 23, 2015"
