,title,content,date
0,"
If you're gaming/doing anything non-Production, buy this.
","

  I can tell you from personal experience, the difference between this $80 CPU and the $520 9th Gen i9 9900K is... $440.  Framerate gain at 1440p was ROUGHLY 2-3 frames per second, small enough to be in the window of error.  I cannot imagine a consumer use case where you're actually going to get ANY use out of the beefier CPUs besides shaving a couple minutes off a video encode (that's encoding, not decoding, aka ""watching stuff"").  Put that $440 into a GPU upgrade and you'll REALLY be helping yourself.  This CPU smokes, and sips power to boot.Do not buy into the hypebeast.  You don't need to spend $950 on a PC before you even get to the graphics card.  Be smart.  Don't throw money into the wastebasket.  Use it better.

","Reviewed in the United States on April 2, 2020"
1,"
Good for World of Warcraft
","

  The main reason I bought this was for playing Word of Warcraft.  It is doing very well at playing World of Warcraft.  No integrated graphics but that doesn't matter since I am using graphics card.  the only negative is no quick sync is available for video transcoding.  Something to think about if you do that kind of thing.

","Reviewed in the United States on August 30, 2019"
2,"
Bad and terrible cpu!!!
","

  This is bad and should not be bought!!!! go buy the one from Amazon because this one is just dumb and so much more complected than the amazon cpu!!!

","Reviewed in the United States on April 2, 2020"
3,"
Great value for the buck
","

  Ok with the Intel lineup if you want to go and spend a ton of cash on a CPU, np. They got you covered well. If you want to save cash and get a strong CPU, then here's the deal.  I replaced my old 3rd Gen Intel I7-3770 with this one which bench marked a bit better than it. I got a 8th/9th Gen Motherboard to go with it.  Now I figure I have this for a year or two and then upgrade as needed to an Intel I5/I7/I9 9th Gen as needed. But for now my I3-9100F has plenty of power. There is no graphics included in the CPU so you'll need a graphics card. Then again most PC builders always get a Graphics card so this won't be a deal breaker. So, I'd snap this one up if you're an ""Intel-Guy"" but I'm sure if you can handle the setup then Ryzen CPU's probably offer more.  But I'm more of plug-n-go type. Also this one came with a Fan which was good. This is a ""Turbo"" CPU as well which saves you electricity when you're just doing low priority tasks. Update: This CPU is still going strong. I paired it with a GTX 1650 Super Gaming X 4GB DDR6 graphics card.  It's doing very well considering the cost versus more expensive CPU's that are out there. I also of 16GB of RAM. In this arrangement I can easily run a basic Hadoop setup on a VirtualBox (From Hortonworks sandbox (CDP)). They need about 12GB of RAM at least and about 50GB + HardDrive space. But, this can push those newer games but will struggle a bit on the most demanding games. For those you'll need an I5 9th gen or greater for you super gamers out there.  But I'm an IT guy running Hadoop and Python and Machine Learning classes.  This is more than enough to do that.

","Reviewed in the United States on August 2, 2019"
4,"
Does not support onboard video
","

  This is a good low budget build processor but don't be that idiot like me that didn't realize you NEED a dedicated graphics card for this CPU. Spent 8 hrs testing 3 board, 2 CPUs and 4 memory sticks before I realy looked a that CPU boxes.

","Reviewed in the United States on August 30, 2019"
5,"
Absolute bargain of a CPU
","

  If you want to build the absolute cheapest gaming PC with decent performance, look no other than this cpu.Sure it's only 4 cores and 4 threads, but for 1080p and 60 - 80 frames per second, it's more than capable.  This cpu gives you about 90% the performance of a 9900K for the price of 2 sticks of RAM.  CPU also runs really cool.  It sustains 4GHZ all the time and never once did it hit higher than 62C.The other option was a Ryzen AF which is 6 core 12 thread.  No doubt that the Ryzen would be a productivity monster, but in gaming performance it's still about the same, if not a tad slower than this Intel in a few titles.  I actually was considering buying the Ryzen AF but I couldn't find a decently priced AM4 motherboard.  I couldn't find anything less than $180.  For a budget build that's way too expensive.  I waited nearly a month to see if AM4 boards would be in stock, but no luck.  I was able to buy an LGA 1151 board for this cpu for only $60!  That's an absolute bargain.Currently I have this cpu paired with an old GTX 970.  It's still a great cpu but the vram limit hurts it's gaming performance from time to time.  A gpu with 6 - 8GB of vram would be best to pair with this.  A GTX 1660 ti or RX 5600XT would make an awesome pair.I played GTAV and BFV with this cpu and I get an average of 80 - 110 fps with a GTX 970.  It could only get better with a nicer gpu.

","Reviewed in the United States on January 4, 2020"
6,"
Plan on using your own thermal paste
","

  Perfect to get if you plan on using a dedicated graphics card and don't need or want to worry about overclocking.I do have a problem with the packaging. The stock cooler came uncovered in a cardboard box. There was lint and little specks of cardboard in the thermal paste. I already planned on using my own paste, but I'd be really annoyed if I didn't plan on it or have any to spare.

","Reviewed in the United States on September 3, 2019"
7,"
Great value if you are using a discrete graphics card
","

  The circuitry for graphics on Core processors is integrated on the CPU, not the motherboard.  If you are using an add-on graphics card,  this is a great value.  Note: even of your motherboard has physical connectors for video, they will not work with this CPU without add-on Graphics, howevee if you plan to have a dedicated card, why pay for what you aren't going to use.

","Reviewed in the United States on July 7, 2020"
8,"
New i3 series has taken a turn for the absolute worst. DON'T BUY!
","

  There was a time when i3's were good, but I couldn't even play a game of CoD on the absolute lowest settings. I was using a 1660 Super (a $300 Graphics Card) so I know it wasn't the card. I was getting maybe 25 fps, and constant freezing. Totally unacceptable for any i series CPU. I'm very very unimpressed. In fact I'm appalled that this CPU hit 100% utilization so easily.For gaming, this CPU is completely non-functional for modern titles.As for general use? It does well, as long as you only plan on doing one task at a time.There is very little room for workload on this CPU. Even my programs were freezing when I had two or more open at a time.I know people test this CPU with solid states and lots of ram so it has no bottleneck, but that's not the price point of this CPU. Most will buy a HDD or an SSHD with 8gb of ram. And for that kind of build, this CPU is slow enough that it gets stuck any time it handles files off a disk drive.My hardware isn't bad either; I'm running a 2TB Firecuda with plenty of space left on it and good SATA cables.So I'm not sure what intel is doing with this CPU, but you'd clearly be better off spending 99 on a 1st or 2nd gen Ryzen 3. Terrible terrible CPU. I've seen Pentium Processors that perform better. Maybe even Celrons.

","Reviewed in the United States on January 20, 2020"
9,"
Fabulous and Fantastic Fortnite CPU!
","

  This processor is amazing.  I did a lot of research on my son's computer.  He is an avid Fortnite player, and likes, more like, loves performance!But, gee whiz, I can't afford to pop $1000 every time new games come out?  Well, the current gaming computer wasn't horrible, but it's been like 8 years since it was majorly upgraded, and it makes a whirlwind of a difference!He was only getting around 40-50 FPS(frames per second) on the old motherboard/CPU, and he was in real need of an upgrade.One thing that I forgot to mention is that a good video card is important too.  He has an AMD 480 in his, so for about $150-200, you'll need to invest in a decent video card.  Personally, I like the EVGA 1660, but the 1650 Super is a good one too for around $200 or less range.Through my research, I found out that not only does the i5-9400F do well, but this i3-9100F does an amazing job at gaming as well.So, for those who love Fortnite, you'll genuinely love this processor as well, and it's worth the upgrade.  Granted, most likely you'll have to get another motherboard, but I got one here as well, and it worked flawlessly!So, for about $75 or even less at times, you'll be astounded how well it performs.  I did a benchmark on the processor within my sons computer, and it almost performed my older i7-3770K!!!  Granted, that processor is about 10 years old now, and the i3 is only a few months old; Intel has done some major great jobs on their lower starting CPU'S!Great job, Intel!Our Build:i3-9100FMSI ProSeries H310 motherboardCorsair Vengence 8gb DDR4 Memory Stick-Just 1 stick 8gb.Antec Case750 Thermaltech PSUAMD RX 480 GPUAnd, we decided to get a new case to package it all together!Please make comments, what do you think?

","Reviewed in the United States on October 22, 2019"
