,title,content,date
0,"
A superb CPU, but not a good value anymore...newer series are cheaper.
","

  For a little intro, I build customs on contract, buy everything up front and have tried just about everything.  This chip is in 7 clients' builds yet today, because every time they ask about upgrading I bring them over and let them sit down in front of the newest and prettiest, be it the venerable 6850K, 5930K, 5820K, 6700K, 6800K, 7700K and now the 8700K (I'm not a fan of the i9's or X's).  Nothing I have is noticeably better all around than this CPU, period.  You can take the specs and wipe with them for all the difference you'll actually see in real life applications.  It's no fun to say that because I WANT to see a difference.  I can clock this thing to 4.7 on water with such a small adjustment in voltage it's crazy, and rise only 5-7 degrees C with a custom loop to idle at 38-40 degrees and run hot right around 50 (a little of it is due to my loops and 20+ years of building), but no other CPU I've used  reacts like that.  I own games.  I've never finished 95%  of them because to this day almost nothing taxes the CPU.  So I test with video editing.  4 cores and 8 threads is enough for any normal human, if you're a pro then you'll want something for an X99 or 2011/2066 board.The only cons are that this is going up in price and Z97 boards are harder to find new.  When I read that the 6700K, 7700K and 8700K are upgrades I just grin.  And why the 6 and 7 series were produced at all is nothing but marketing and little tweaks that aren't noticeable.  I have a Threadripper as well as all the above and more, and when you want to be stunned then see what all those cores are good at and compare THAT to Intel's consumer chips.  AMD's version of the Xeon is NOT great all around but the Intel folks aren't any smarter than the AMD developers, they only have deeper pockets to draw from and a longer history of doing the same thing the same way.  That's why the 4790K stands out...but until the 8700K I think Intel was just punching the clock.  It's a superb CPU that's NOT going down in price AT ALL because it's still so viable that the software has yet to catch up.  If it's used with the right board, with the right RAM and BIOS set the right way I'd still put it up against the 8700K built by 95% of the market that's buying them and getting their comparisons on their cell phones and shouting specs from the rooftops :-)  Next time just ask them how many Ghz to fill a gallon halfway?!!  It get's pretty peaceful. :p

","Reviewed in the United States on February 16, 2018"
1,"
Breathes New Life Into An Older PC
","

  I have a mobo that is several years old: ASUS Maximus VI Hero. It's a Z87 chipset Republic of Gamers (ROG) platform. I had previously upgraded to the highest 1150 Intel i5 CPU, the i5-4670K. With a 1603 BIOS update, the mobo became eligible for the i7 CPU line without changing any hardware. So I opted to upgrade to the i7-4790K CPU.(Note: If you're replacing a CPU, make sure you clean the CPU contact side of your existing CPU cooler. Wipe away the thermal paste with a lint-free cloth, followed by a thorough scrub with alcohol. When completely dry, apply new thermal paste to the top of the CPU using the DOT technique -- look it up if you don't know what it is.)I chose this path mainly due to the many 5-Star customer reviews of this product and, since I'm getting along in years, I didn't want to replace my mobo and CPU.Folks, the i7-4790K is the real deal. It lives up to the years of hype and positive comments. Sure, the technology is a few years old, but from what I've read about newer CPUs from both AMD and Intel, I believe it when other PC enthusiasts claim the i7-4790K can hold its own against them.I won't get into the technical babble about this CPU, because I don't care. It is simply on fire (figuratively speaking), outperforming the previous CPU by leaps and bounds. If you purchase the i7-4790K, make sure you have an excellent CPU heatsink (I have never used a stock one for obvious reasons).I also installed a new EVGA RTX 2060 Super video card in the same upgrade.I mostly play Skyrim Special Edition with many heavy texture mods. Believe me when I say this game has never looked so great with my new upgrade. I'm entirely happy with my purchase. This might be the last PC upgrade for me.I know there will be naysayers with negative opinions about my upgrade. Please keep them to yourself and worry about your own rig.My rig:Antec Twelve Hundred Full Tower Case (3 intake fans & 4 exhaust fans)Corsair 1,000 Watt Modular Power SupplyG.Skill 32 GB PC-1600 Memory (set to 1600 in BIOS with 9-9-9-24 timings)Thermaltake Dual Fan CPU Cooler (this is a beast; can't use Ripjaws or other tall memory sticks)ASUS Maximus VI Hero MotherboardIntel i7-4790K 4.0 GHz CPU (mobo auto OC to 4.4GHz)EVGA RTX 2060 Super XC Ultra 8 GB GDDR6 Video Card (factory OC)I'm a happy camper!

","Reviewed in the United States on December 13, 2019"
2,"
Excellent Haswell-Based i7 Processor
","

  This is a fantastic processor with great ability for over clocking, if you wish to do that. Having said that, it is so powerful that all but the most ardent gamers may never see a need to over clock. This thing purrs like a kitten, and because it is Haswell based, has very good onboard graphics support, and runs much, much cooler than earlier processors due to its 22 micron manufacturing process. Although it isn't exactly cheap, it is in relationship to earlier processors which were much, much more expensive with only a fraction of the power, and churning out so much heat you needed six fans in a case to keep it running. This one barely notches up by Noctua cooling fan hardly ever because its so cool running.And speaking of fans, even though I have the Noctua fan for its near silent operation, I was surprised that the supplied cooling fan that comes with this processor is surprisingly quiet. In fact, if you are not too picky, you might not need to replace the stock fan at all due to its quietness. (Be careful not to touch the boom of the fan mount, as it comes pre-pasted with thermal paste; you don't want to get you fingers on it before you mount in on the CPU).So, I can easily recommend this terrific processor for its performance, price, and cool operation. It's a five star device in my book.Note:I have mine mounted in a:1. 

ASUS ATX DDR3 1600 LGA 1150 Motherboard MAXIMUS VII FORMULA

  ,2. a 

Noctua NH-U12 S for Intel LGA 2011,1156,1155,1150 and AMD AM2/AM2+/AM3/3+,FM1/2 Sockets, U Type, 5 Heatpipe,120mm CPU Cooler Cooling

  , and3. with 32Gb of 

Corsair Vengeance Pro 16GB 2x8GB DDR3 2400MHz PC3 19200 Desktop, Red CMY16GX3M2A2400C11R

  ,4. all inside a 

Nanoxia Deep Silence 2 Mid Tower Case Fits E-ATX Motherboard, Large Water Cooler Ready, with 6 Fan Controllers - Black

  .

","Reviewed in the United States on February 16, 2018"
3,"
Best option if you have an 1150 Z97 board and ...
","

  Best option if you have an 1150 Z97 board and need to make your system last a little longer.  Sure you could go with some of the newer processors, but you would need a new board and RAM and that means spending $600+ to get about the same performance this one can give you.

","Reviewed in the United States on April 6, 2020"
4,"
awesome chip! osx
","

  This is my review of the 4790k after 3 days of owning it. During the course of these 3 days, I have not had a boat load of time to play with it. But I did get a chance to OC it. And I definitely have felt its power. So, a lot has yet to be learned about this CPU, but for what its worth, heres my review.Notes:For this record, this is a osx build. Not gonna list all the specs. El Capitan. See the OC section of this review to learn more about OCing hackintosh with this chip.Performance OOB:My computing tasks are 85% raw image editing (photography),12% web browsing, and 3 % video editing anymore. But I needed a CPU that could crush raw HDR photography blending in Lightroom 6. Just for comparison, this 4790k is probably 4 times faster at creating raw HDR files from 5-7 exposures than my previously owned i5 4430 3.0Ghz. It exports edited images more than twice as fast... This thing is definitely fast. Truly, the fastest you are going to get for gaming, everyday computing, basic photo editing, etc. You can't get a faster chip. I know, I know, the 6700k is out. But its hardly any better than this chip. DDR4 does absolutely nothing for performance at this early stage... Most people will tell you to stick with the 4790k. The only chip i really contemplated having over this one is the x99 6-core 5820k.My Cooling:Using a Hyper212 Evo. Stock fan... 4 case fans (2 corsair SP120s, 2 NZXT 120mm). Stock CPU temps with my build are about 32-34C. I was going to go water cooling for this but when you TRULY research it, AIO water coolers are practically a joke when it comes to reliability. But I might make the jump to H2O just to reach better OC freq.Overclock:Ok, so I never overclocked before. I knew I wanted to OC this chip. This was my first chance... So, I decided to read up on it to prevent any idiotic impulse decisions... Little did I know there is basically no ""beginner"" info for getting into overclocking that is relatively simple to understand. In short: I went to the BIOS and set Vcore at 1.25V, Ram at 1333mhz (1866mhz rated), multiplier at 45x ... Monitored temps with Intel Power Gadget and stress tested with Prime95 (mac). Nothing too in-depth.OC Results:So, i think I have a decent chip for OC. Either that, or im doing something wrong that I dont know of haha. Hyper212 Evo - stock fan.4.6GHz @ 1.265V ~83C Max (P95 for 5 minutes) PASS4.6GHz @ 1.250V ~82C MAX (P95 for 5 minutes) FAIL4.6GHz @ 1.260V ~83C MAX (P95 for 10 minutes) PASSThe last OC, I sit ""stable"" at. For now. I know its only 10 minutes and 5+ hour tests are ""the accepted standard"" but P95 at 10 minutes stresses my CPU harder than I will ever use it. Heck, its so fast that even exporting a heavily edited 5 minute movie project will take less than that.. Im certain its stable. But will be testing more at this OC.Conclusion:I'll update this as needed. A few points... buy it. Its good. Its all you need. Crush the stock heatsink with a hydraulic press if you plan on stepping outside 4.0ghz base clock. If you're heavily gaming (i dont game), get a good cooler like the Cryorig H7 (i want that)  or the Noctua big coolers. Hyper 212 is decent. Cryorig H7 is a better product... But anyway, if you're gaming, you wanna keep your CPU cooler as much as possible, not only for performance, but simply to keep the wear and tear down on it.------------- UPDATE 6/19/16 -----------------------So i've owned this chip for about 2 weeks now. Since then, I have decided to upgrade my cooling solution. I went with an h100i GTX. Stock thermal paste. Just slapped it on there (cleaned the old paste off first). Using stock fans and added 2 more nzxt case fans on the other side of the rad to keep it cooler.Temps with the h100i are better. Not as good as I expected, but they are good. I can now keep temps stable clear up to probably 4.8GHz. I only stress test with p95 for a few minutes. Anything past that is just unecessary. I don't push my CPU as hard as p95 ever, so theres no sense it wasting time (im sorry if you disagree).Now, I was able to OC to 4.6 GHZ with no issues on temps. About ~80C with my h100i and everything running. and 1.247VI am trying to get to 4.7 but this chip is causing me to crank the voltage at 4.7 to nearly 1.30V which i dont like because my Vcore spikes during P95 past the Vcore set value.Im not a great overclocker, so im curious to see if someone else could do better on this chip. But honestly, I think my chip is decent for OC, but its definitely not a golden chip like some seem to get.

","Reviewed in the United States on May 8, 2015"
5,"
Join the PC Master Race, we have cookies.
","

  This CPU is insane. The 8 threads definitely makes a difference in multitasking, (There's plenty of YouTube videos on that). I put this in my gaming rig and it runs games even GTA V on very high settings with my GTX 760. I am NOT an Intel fanboy, my previous CPU to this was an AMD but I gotta say Intel took the cake in this build. But I will say, you don't need this for gaming, the Intel Pentium anniversary edition (a dual core non hyper threaded chip) runs games very similar to this CPU. Games usually don't utilize 4 core and certainly not 8 threads. If you want a CPU that's quad core and this is out of your budget check out the i5 4690k it runs games and the EXACT fps as this one (again YouTube videos on that as well)To summarize this is a very strong very fast chip. Great for gaming and multitasking. Pretty decent on video editing because of the hyperthreading.

","Reviewed in the United States on March 26, 2017"
6,"
Best chip for LGA1150 socket
","

  I got this to upgrade from my i5 4690.  I did not want to spend the money to upgrade my motherboard (and then RAM), and this is the highest tier CPU for the LGA 1150 chipset.  The product arrived factory sealed.  It's as easy to install as any Intel CPU.  Even though it is marketed as running at 4.0, it defaults to 4.2 without manual overclocking.  Whether or not that was a default choice by my motherboard to kick it up or not, I can't say.I'm still running the Cooler Master Hyper 212 EVO (air cooling), and the chip hasn't gone over 60 during any of my normal use - gaming and VR.  It touches 62-64 at times during stress testing, which is still well below anything that would be worrisome.  So you can get some mild overclocking on the chip without converting to liquid cooling.

","Reviewed in the United States on June 10, 2016"
7,"
A brief review and benchmark
","

  (The CPU has been in use for nearly half of a year as of this review)I purchased the 4790K for a PC build I was doing for myself. I have build several ""gaming"" computers at this point so I have a bit of experience. The product arrived fully functional and was installed into an MSI Z97 SLI Krait Edition motherboard.This processor never misses a beat. I use the computer for primarily gaming but also for CAD and related engineering uses. For these purposes the CPU stays cool and under-utilized on the stock CPU cooler. I have some benchmarks bellow.Cinebench R15852 Multi-Core173 Single-CoreOverall, I am very happy with this CPU and will be soon overclocking it. If you are just gaming or enthusiast video editing or something along those lines, this CPU is more than enough.

","Reviewed in the United States on July 7, 2015"
8,"
A nice upgrade from my old i5. Great for streaming!
","

  I've been rocking an old i5 4670k for the past several years. It has served me well for most of that time, but only having 4 cores finally caught up to me when trying to stream games like Sea of Thieves. The CPU could handle the game well enough on its own, but trying to run SoT, OBS, Discord, and FaceRig all at once? Nope, the poor thing was maxed out at 100% utilization and both my game and stream were dropping frames left and right even when using NVENC on my GPU to encode the stream video.So I bought this i7, overclocked it to 4.5GHz like my old CPU, and next time I streamed I had no trouble at all keeping 60FPS even during intense ship battles and large skeleton fights. Though the 4790k still only has 4 physical cores like the i5, the 8 virtual cores provided via hyperthreading made all the difference for juggling the intense workload incurred by streaming and keeping everything running smoothly. I highly recommend this chip if you're looking to breathe some new life into an aging system.

","Reviewed in the United States on May 1, 2018"
9,"
Cool, quiet, powerful processor
","

  I have owned this particular processor since November 2015. It has been paired with an Nvidia GTX 970 since that time, though I am upgrading it to a GTX 980ti soon.As for the processor, I paired it with a liquid cooling pump and it stays extremely cool at idle and even under load. When idle, it chills at around 28-30 celcius, and even under load in a game I rarely see it go above 63 degrees celcius using RealTemp.The processor is very quiet with the liquid cooler and the graphic card gets louder before this. But since I game with headphones on, I don't really notice.As for the performance of this processor, it is a beast. I didn't run benchmarks on it, but in actual gameplay like World of Warcraft, Rome II Total War, Total War Atilla, GTA V, Witcher III and many more I never experience anything I would attribute to a slow CPU and I am running, at the same time, a VirtualBox server in the background and hosting a Plex Media Server (though admittedly I'm not usually WATCHING anything from my plex media server while gaming, so it's not trying to encode video and play a game) and this thing never slows down.For those debating between the i5-4590k and the i7-4790k, I chose the 4790 because I planned on eventually doing video editing and read that extra power was needed from hyperthreading. I also chose it because, in my mind, 8 cores (4 actual, 4 hyperthreaded) are better than 4 without hyperthreading. In my mind, I felt I was better future-proofing my computer than if I had just gone with the 4590k. I'm sure people could say ""but more than 4 cores isn't needed in games"" and I would agree, but we don't know what the future will hold in terms of games that CAN make use of more than 4 cores, and I also like having the overhead to know that even if I'm playing a game I can be running whatever the heck I want in the background and this thing keep on plugging.I did not do much overclocking. I just did the auto overclock that comes in the BIOS of my board. It seems fast enough on its own and I didn't want to mess with much stuff.As for this processor against newer Skylake processors, I read reviews and benchmarks where this processor was very close to the newer processors with similar amounts of cores, and I don't need the newer features present on the new chipset and newer boards. So I'll probably skip Skylake and consider the generation AFTER Skylake if the performance gains are significant or I need the newer features present on that future generation chipset. So I'm expecting to keep this CPU around for AT LEAST another year, probably 2 or more.

","Reviewed in the United States on April 12, 2016"
