,title,content,date
0,"
Gaming Hero
","

  Let me start by saying I'm the dad and would not have purchased this.  However, my son wanted to build his own gaming PC for Christmas and since I was foolish enough to say make sure you get the best components you can because I don't want to upgrade your machine in a month, he bought top of the line products.  And let me tell you this,... this thing cranks!  My son is the envy of his gaming buddies and they all drool over it's performance.  If you are building a gaming PC and want top end performance, then buy this.  If you are a dad and want to become ""D. O. T. Y,(Dad of the Year)"" buy this. This is absolutely 14 year old approved.P.S.  I got socks for Christmas  :)

","Reviewed in the United States on December 30, 2018"
1,"
Best performance for games
","

  Great processor, just a side note the Asus Maximus XI series motherboards come with 4 phase VRM and can barely clock this at 5ghz stable.  Do not pair this processor with an Asus motherboard - this is coming from someone who almost exclusively buys Asus motherboards for PC builds since 2007

","Reviewed in the United States on November 16, 2018"
2,"
High temperature and throttling
","

  It is a beast when combined with Asus z390 Maximus hero and 32gb gskill 3200 cl14 but..forget about overclocking though it runs very hot already Intel has push it as far as they could compete with the market right now with AMD, it runs very fast but it also down clocks it itself a lot because of the temperature and the power limit,I have Noctua NH-D15S with two installed fans and temperature rises up to high 70sC and spikes to mid 80sC while gaming that's just unacceptable high temperature comparing to an i7 5820k overclock to 4.2 was mid 50s c with a smaller CPU Cooler.the clocks doesn't stay steady unless you fiddle with the BIOS and it takes a lot more than 95 watts and I have spiked up to 180 Watts just on the CPU.This CPU obviously needed a die shrink but intel was in a rush to release this processor to compete in the market..Other thoughts: it is a must have really good CPU Cooler and even then it will run very hot...

","Reviewed in the United States on December 30, 2018"
3,"
Slow shipping, faster than CPU it replaced
","

  Took a month to arrive so minus one star. Tempted to chop off another star because I expected to get 10nm by now. But they did well enough with this yet-another-14nm CPU. Let's all take a moment of silence as Moore's law is officially laid to rest. RIP.-Performs 40% to about 100% faster on all of my workloads than the 4-year old 6-core 22nm i7-5820K it replaced.-I9 consumes only a fraction of the power and less heat at low utilization compared to that old x99 chip.-Peaks at about 176 watts after 12 minutes of running P95 torture test. Temps briefly peak in low 80's for that dated and unrealistic test. (Motherboard maker monitoring software shows mid 70's, Intel software shows low 80's...)-Except for initial setup and testing, I don't manually overclock the 9900k since that would only give me about 3% more performance than I get running optimized with no power restrictions enabled (e.g. out of  Intel TDP spec, but the common default for these early Z390 boards). Just disable the throttles and enable auto for the voltage and stuff.-5.0 GHz for common few core load for long periods, and 4.7 GHz on all cores forever under heavy load (e.g P95) is what I'm seeing with the above config. I'm just using basic H115i PRO AIO cooling and have yet to see any workload force throttling to the official 3.6 GHz speeds.-Times have really changed since my hard core overclocking days 20 years ago. With throttles disabled, the CPU does exactly what I would want to achieve. It's organic overclocking virtually out of the box. Turbo boosts to workload optimized fantastic speeds when needed, reduces down to less than 25 watts TPD when not under stress even while still hitting 5.0 Ghz. I don't have to do any switching or adjustments between workloads. No distractions. Perfect!-Unlike the much more expensive xx99 chipsets, Z390 enables Intel onboard GPU with Quick Sync for better performance and lower CPU utilization/power consumption, which is something I have long missed for some of my workloads, one of which runs 24x7.-Seems to be a great price if you compare to x299 platform prices. Thanks to AMD's innovation, Intel is cannibalizing its own HEDT segment.It's marketed as a gaming CPU, but IMHO it's a great choice for workstation needs. There's a lot of frustration in the 12-year-old-at-heart gaming community with this chip. It's expensive for that market segment especially with prices inflateddue to the 14nm shortage, it lacks much innovation over last year's offering which upsets the frequent must-have-the-latest upgraders, and there's really not that much headroom for overclocking without industrial cooling equipment.If you have an older (3 years+) CPU and looking to rebuild your system and want to invest in a high performing chip at a comparably reasonable price (compared to x299/HEDT platform and adding in extra cost due to the 14nm supply shortage), I9-9900K is a fine choice that gives you the latest and greatest. It's a safe bet since Intel's 10nm performance chips are likely now a 2020 thing.If you want more value, get AMD's latest. We all owe AMD's innovation some gratitude for forcing Intel to offer this 8-core chip in this segment. Long live AMD.

","Reviewed in the United States on November 8, 2018"
4,"
Awesome gaming CPU, bring a great cooler.
","

  Works fantastic, easily clocks to 5ghz on all cores, however be prepared for some serious heat, especially under load and/or bench-marking. Make sure you have a decent sized AIO water cooler or a super awesome amazing air cooler before attempting to overclock or push this chip.Performance wise my focus is purely gaming, and it eats games for breakfast. Playing at 100fps on brand new titles like Assassin's Creed Odyssey like it's nothing, plenty of headroom to spare. Barring any massive game changing development in the next few years (DDR5 ram er, maybe?) this should future proof you about as well as any chip could, probably 3 to 5 years depending on what next gen consoles launch with (Meaning if PS5 launches with 16 cores (very doubtful) that may become the standard for games and your 8 core 16 thread pc starts looking old hat (even more doubtful). ANYway, barring something totally left field like that, I can't see anything gaming wise this thing won't be able to devour for years to come.I'm satisfied with my purchase, and the price (bought at $530) IS high but doesn't bother me too much because they have a price point for most everyone, with 9700k, 9600k, 8700k, all more than capable of fantastic gaming performance at lower price points.Let's be clear, I'm of the opinion you don't buy this for gaming because you need it, you buy it because it's the best (mainstream) cpu out there, and because you feel future-proofed (maybe, possibly, you never know). I like knowing I've got tons of power to spare for that next big game coming next year. If you feel the same, then go for it, you'll likely love it. If you have budget constraints and need to choose between this or a great gpu, definitely prioritize the gpu and buy a 9700k, 9600k, or even the 8700k or 8600k depending on how much you have left.And also the packaging is pretty so you can display it and show it off to your friends.  0.o

","Reviewed in the United States on November 7, 2018"
5,"
A Pleasant Surprise I Consider Myself One of the Lucky Ones
","

  So after a very long wait (I preordered on October 20, 2018) I finally have my brand-new shiny I9 9900K in my hands. I started to get a little upset when I started reading all over the Internet the people who preordered after me were getting their product before I was. Had a chat with an Amazon rep online last Friday the 16th and he said to give him five days and they would ""make the product available for me"" I took his word for it though I must admit I thought that he was just saying whatever he could to satisfy me. Then the day after Thanksgiving I'm made aware that my processor will be delivered on Tuesday, November 27, but let me bring you to tonight Sunday, November 25, I login to Amazon to order some random household items only to discover a message saying my processor will be delivered on Saturday, November 24. My heart starts pounding because naturally, I was awake all day yesterday and not once did I hear a delivery truck, knock at the door or a ring of my doorbell. My heart starts racing because we have had a rash of package thieves recently in our neighborhood, so I make my way up the stairs at 1130 at night to check and see if there was a package on my front doorstep, at first I don't see one but it turns out the Amazon delivery guy put the package behind one of the double doors. After I saw the package I breathed a small sigh of relief, at least I can say to myself thank goodness nobody took it. My next concern was actually opening the box and hoping that my Intel packaging was not broken like I have seen in some other Amazon reviews, they used a pretty big box and although they packaged it with air you could still hear something rattling around inside quite freely and that did worry me. I delicately brought the box into my bedroom and proceeded to open it with the precision of a surgeon making his first incision. I was perplexed when the first thing I saw was black, turns out the processor box itself was in a very nice soft black pouch (I guess they spare no expense when you start buying these higher end enthusiast grade CPUs). Much to my delight I'm one of the lucky ones and my packaging was not damaged in any way shape or form. This also makes me extremely happy because for $570 (after-tax) I now have one of the coolest futuristic looking product packages Intel has ever produced and my inner nerd wants to proudly display this on a pedestal because I think it's one of the coolest things I have ever seen, (I know I'm simple and easily amused LOL).I'll be upgrading from a Core I7 8700K using a Noctua NH D15 cooler and a recently purchased Z390 Taichi Ultimate paired with 32 GB of Trident Z RGB 3200 MHz DDR4 Samsung 960 Pro NVMe GTX 1070 8GB graphics card, among other assorted parts. I use my system for two main primary purposes gaming and video encoding with handbrake and Adobe Premiere. With an overclocked I7 8700K clocked at 5 GHz on all cores I average about 135 FPS when encoding a standard 720 x 480 resolution video. It will be very interesting to see what I'm able to achieve with the I9 9900K. I know it will not be that big of a jump coming from the 8700K but my current system is only about two months old, With the exception of my motherboard which I recently upgraded from a Z370 to a Z390 about two weeks ago, my previous system for the last four years was a 4790K so as much as I will be comparing my results between the 8700K and the 9900K what matters most to me is the difference in performance between the 4790K and the 9900K.For those that may be interested I will update this review when I have those numbers

","Reviewed in the United States on November 18, 2018"
6,"
Fast and hotter than heck
","

  No doubt this is fast, but the cpu heat is ridiculous. I built this gaming rig for my son.Asus ROG STRIX Gaming E Z390Asus ROG STRIX 2070 OC GPUI9-9900kG.Skill 2x8gb Ripjaws V PC4-25600 CL14XPG SX8200 480GB 3D NAND NVMe Gen3x4 M.2 2280 Solid State DriveCorsair Air 540 case, with 5 static pressure low noise Corsair fans.Noctua NH-D15 cpu coolerThe noctua cooler is pretty much the best air cooler on the market, with temperatures matching and often beating AIO water coolers up to 280mm. The I9 clocked at 5ghz on all coores will overwhelm it though, which likely means you would need a 360mm AIO or more likely a custom loop to cool this beast. In truth, the factory setting of the Asus motherboard were such that the standard overclock provided by Intel (5ghz on 2 cores, 4.7ghz on all) was creating temperatures in the mid 90Cs, well above where I'd prefer.I hate water coolers, and think they are overhyped in general. Definitely not worth their risk. So, I set out to maximize the system performance manually and better control the heat. In the end I was able to dial the voltage down from the Asus default, and set the core speeds to incrementally decrease as more cores load up, but still be OC. I then setup adaptive vcore voltage to further reduce temps and hopefully increase the cpu lifespan. In the end I have 1 or 2 cores at 5.2ghz, 3 or 4 cores at 5.1ghz, 5 cores at 5.0ghz,6 cores at 4.9ghz, 7 at 4.8ghz and 8 cores at 4.7ghz. I use an AVX offset of -4.  At these settings using air cooling, it tests at about 80C at each core level. AVX tests at 86C max. This leaves some headroom in case room temp is above normal. The system idles in high 20Cs to low 30Cs. Normal gaming runs in mid 50Cs to mid 60Cs.I used hwinfo, cinebench 15, occt, and prime95 while dialing in my settings.In most games he sees it hitting 5.1ghz very often, only when a game uses a lot more cores does it drop.So, it's fast, but it will take some manual work to keep your temps in line. And remember to keep your PC dust free inside, as a lint blanket will likely put this thing into an early grave.

","Reviewed in the United States on November 12, 2018"
7,"
Dead after 7 days
","

  Took almost a month after pre-order to get it. 7 days after install it died. Probably won't able to get a replacement until sometime in 2019. Horrible job intel. I'll go with AMD next time!!

","Reviewed in the United States on November 25, 2018"
8,"
Too avoid crash and blue screens please read.
","

  Reviews speak for themselves. 8 cores and 16 threads are wonderful to have for gaming and multi-thread applications.I have mine over clock to 5ghz all core with 1.33v manual setting using Intel burn test on the ""maximum"" testing setting the cooler I chose is the noctua d15 and using a Asus Maximus xi  hero motherboard.I want to say this so I can hopefully help someone out especially if you will use an Asus motherboard and you intend to overclock....this is to save you from blue screens and crashing that many people trying to overclock this CPU are experiencing.Go into bios and turn OFF Asus mult-core enhancement.Also in bios turn OFF XMP then look on the side of your ram sticks and notice the ram speed/timing's/voltage it is specd to run at and manually input this into the bios so you get the speed you paid for.If you don't do this you will continually get random blue screens and crashing...I ended returning one good CPU, motherboard,ram and Rtx 2080ti thinking that one of these components was no good only to have the same problem again after getting all new products all over again for my build...doing what I described keeps the Asus bios from altering voltages,timing's etc on the fly when it wants which cause these crashes..This equipment is too good to have to deal with these issues.Really great fast chip. Hope you enjoy and hope I helped you avoid some problems.

","Reviewed in the United States on December 26, 2018"
9,"
Works on Z370!
","

  Replaced my i7-8700k with this i9-9900k on my Asus Maximus X Hero Z370 motherboard. It works! I was skeptical after seeing reviews about how much power this CPU consumed, but it works without issues on a premium Z370 board. I'm also only using a 240mm All-In-One cooler and think it will just barely be enough with a 5.0GHz all-core overclock, although it may get interesting on long sessions on a hot summer days!Overclocked to;4.8Ghz @ 1.20v5.0GHz @ 1.25v5.1GHz @ 1.28v5.2GHz @ 1.35v5.3GHz @ 1.40vAVX workloads above 4.7GHz, caused immediate overheating and BSOD!

","Reviewed in the United States on November 16, 2018"
