,title,content,date
0,"
Still A Great CPU To Update An Older Machine
","

  Great product. I’m not a gamer.  Installation instructions were clear. Actually installing was tricky. Aligning the pins to the sockets on the MB without bending the pins required a steady hand and a little adjustment of a line of the pins. I complicated the installation by mounting the MB in the case first. The wires inside made it hard to access the CPU socket. I didn’t use the included heat sink. I used a third party fluid filled cooling system. The CPU is outstanding. The speed is amazing working with 32GB of RAM and a 240GB SSD. Configuring the BIOS was difficult for me. All the specs for the CPU were not included with the unit. It took an internet search to get the info. This is no longer the big kid on the block but if you have an older machine that you want to upgrade this is they way to go.

","Reviewed in the United States on January 16, 2019"
1,"
Stable and durable
","

  I purchased the i7-3770K for my work station because I wanted a processor that wold last and be competitive as time went by. 7 years later still works strong and handles current programs with no problem. After 7 years I have decided that for the first time I will overclock it to see how it compares to newer processors and software.

","Reviewed in the United States on March 23, 2019"
2,"
Its Fast... Really really really fast
","

  I'm a huge AMD fan, mostly for the price per Gigahertz compared to Intel. However, in recent years, Intel has been steadily lowering their prices all while still kicking AMD's butt, on just about every benchmark chart. Arguments can be made for AMD that the difference in speed does not justify the price. Well, I'd love to tell that to my new Core i7-3770K process, but I just can't catch it. Its actually too dang fast!... I'm not accustomed to this much speed and computing power. Teamed with my Samsung 245GB SSD hard drive and 16GB 1600Mhz RAM, I can barely keep up with my computer. For the first time in years, my computer is running faster and smoother than I can ever remember, and I haven't purchased my gaming video card yet.PRO'sFast, Fast, really ridiculously fast!!!!!Runs cool in my large ATX case (I've heard complains about heat from others, but I haven't seen it)ADVICE - Use a larger mid ATX or Full ATX case if you are going to use the OEM cooling fan. Otherwise, buy a nice aftermarket cooler and save yourself the drama and headache. People are ridiculous sometimes! They talk and act like heat is some new concept Intel introduced in these icore chips. Exactly what were they expecting to happen when you increase the frequency, cache, and add additional cores, but keep the die the same size? Be reasonable people! Go out and buy a nice cooler if you want to lower your temps, or get a larger case and stop giving a great processor low scores because YOU don't know any better.

","Reviewed in the United States on January 16, 2019"
3,"
Big Difference over i5 3330
","

  Well, I got a really good deal on my HP Envy H8-1418 with 8 gig of ram and an i5 3330 processor, so instead of building this time, I bought because the Envy has a really nice looking case.  Since then, I have disabled the UEIF Bios, and added an Intel 520 Series 480 gig c: drive and an Intel same series 240 gig D: drive. The Hp Formosa Motherboard uses an Intel Z75 chipset,and is actually a pretty decent board made by Pegatron, and as I understand, Pegatron also makes Asus. I then added a Corsair 750 watt power supply, so I could run my Nvida GTX 660 TI video card, plus adding 16 gig of Corsair Vengeance Ram purchased here as with the Intel drives. Last night I received my Intel 3770k processor and installed it, and overclocked it to a mere 4 GHZ. I then ran my read write program on my Intel drive.  With the i5, my seq read was 420.21 MB/s and my write was 219.71 MB/s  With the i7, I reran the test, and on my God what an improvement. Read jumped to 508.55 and write jumped t 296.71 MB/s. This processor is soooooooooo smooth and lightning fast, it was worth every dime. I built my last computer which ran an AMD Athlon 6000 3 GHz, overclocked to 3.8 GHz, and even today it will play any game out there. However, The thing I really love about Intel even though it costs more, is the way all of their components work so well and smooth together.  They own me now.  And buy the way, HP support has been extremely helpful in walking me through some of these upgrades.  They also said to keep all of my old parts and if warranty service in needed, return it to mfg condition and send it in. So 5 stars for Intel, and 5 Stars for HP's new line of Envy and Phoenix Desktops. They are really nice and nice looking to boot.UPDATE:For years many friends have told me I should start building custom computers. So I did, and boy has my business taken off. My first build was for my daughter using this processor, the Intel DZ77GA-70K Extreme Motherboard, Corsair 850 watt PSU, MSI Twin Freeze GTX 680 Video Card, 32 Gig of Corsair Vengeance PC 12800 DDR-3 1600 MHZ Ram, Intel 520 Series 480 GIG SSD, and a 500 gig Western Digital Raptor D; drive coupled with the Intel liquid solution cooling overclocked to 4.5 GHz. What a combo, and I have more orders than I can handle. The reason I say this is because today I was chatting with Marvin in customer support at Intel. We have become friends, and I asked him if I build a socket 2011 with and Intel DX79SR Motherboard and 3970K extreme processor, would it be faster, and he said no. It would just have more cores and a duel ram channels. So the above is a very fast combo and boots into Windows 8 in 12 seconds. So of course he asked me if I was crazy or just had money to burn and I said no. He told me not to wast my money. This is the best working combo out there, and I have 15 of these out there without a single problem. You cannot overload this processor, and I have two more orders. I hope they don't run out of motherboards! Very fast and smooth machine, and works perfect with Windows 8 pro. No Driver problems, and 8 SATA ports. 4 6 GBPS ports and 4 Sata 3 ports in the feature rich motherboard. I also built the AMD FX 8350 with an Asus board. It is really fast, but nothing touches this I7 for the money, and Intel's Visual bios is awesome. AMD has lost a long time customer.Dale

","Reviewed in the United States on January 25, 2019"
4,"
Installation was very easy but I did need to upgrade the BIOS on ...
","

  Replaced an Intel i5 dual core 2.6GHz CPU with this one on two systems both with the same motherboard. Installation was very easy but I did need to upgrade the BIOS on both motherboards before installation of this new CPU.That was not an issue with this product, though. So before you install any new CPU, find out what the minimum BIOS level is required by your motherboard to support this (or any) new CPU and install that first or your new CPU will not work. The Intel web site does have that information even if it can be a bit hard to find.

","Reviewed in the United States on June 18, 2013"
5,"
Compiles a Linux Kernel Within 6 Minutes -j5
","

  Using Gentoo genkernel and =sys-kernel/gentoo-sources-3.4.9, I was able to time a kernel compile within six minutes using make -j3 or -j5.  This CPU sings with:

Corsair Vengeance 32GB (4x8GB)  DDR3 1600 MHz (PC3 12800) Desktop Memory (CMZ32GX3M4X1600C10)



ASUS P8Z77-V LGA 1155 Intel Z77 HDMI SATA 6Gb/s USB 3.0 ATX Intel Motherboard

I tried mounting ~5GB of the RAM as /var/tmp/portage, and I don't think it increased compile time at all, if anything the compile time was slightly more by a second or so.  I'm guessing, it's all the transactions between the buses creates more overhead then using the hard drive for untarring and building the sources on.HD4000 graphics chip also run pretty compariable to, but not as fast as a NVidia GeForce 6200GS AGP.  However, the HD4000 appears to have absolutely no problems playing HD video with apparently little CPU usage.Package managers for Operating Systems, usually coded in Python or scripting, complete your command incantation within a second or so!VirtualBox runs very well having a Windows XP guest use only one CPU!  WindowsXP runs as if there were no host and then some.  VirtualBox is able to use the VT features of the CPU, even though this P8Z77 chipset board has limited VT features.  The CPU usage during using one virtual guest was also extremely minimal.  Memory usage was also somewhat minimal, which makes me really glad I bought the 32GB maximum amount of RAM for this board.The main reason I needed to upgrade my 2x750 P3 440BX w/ 1GB RAM was to be able to surf the web even though I use noscript/adblock with Mozilla Seamonkey.  Now, my current setup with DWM (Window Manager) runs exponentially faster and I still have no desire to use Gnome or KDE.  But, I can use Gnome, KDE and WindowsXP without any problems with this CPU with all eye-candy features turned on!This chip seems to run about ~80-82F with an after market third party fan and well ventilated case as listed below.  One website (phoronix.com) apparently using the stock fan performed a comparison against AMD, had temperatures of around 100-122F. But the case they used for the review was one of those tiny tight mini cases.  The i7 3770K w/ HD4000 was the top performer.

Cooler Master Hyper 212 Plus CPU Cooler with Four Direct Contact Heat Pipes (RR-B10-212P-G1)



Cooler Master HAF 922 Mid Tower Computer Case with USB 3.0 Ports (RC-922M-KKN3-GP)

Supposedly, this CPU w/ HD4000 will hardware encode and decode H.264 video using vaapi. (See Gentoo USE Flag vaapi.)  Also, MPEG2 is also hardware decoded.Very pleased I stuck with everybody else and bought this CPU.  (Tomorrow, there'll be a CPU double the speed of this on.)2012.11.07 - I just returned the ASUS and bought a Gigabyte GA-Z77X-UP7 motherboard.  I can now do ""make -j8"" compiles without any apparent issues.  I'm not sure if the source of the problem is the additional video card off-loading graphics or the previous ASUS's motherboard bus.  I'm thinking the later as I did try separate attempts with the iGPU & video card.  The ASUS P8Z77-V has a legacy PCI bus, and I saw a few other issues, but am dumb founded as it shouldn't be an issue.  Anyways, it's nice to see ""make -j8"" loading up all CPU's here. ;-)

Gigabyte LGA 1155 DDR3 2400 Intel Z77 HDMI SATA 6Gb/s USB 3.0 Extended ATX Motherboard GA-Z77X-UP7","Reviewed in the United States on January 12, 2013"
6,"
Got this to replace old defective i5
","

  I got this to replace and i5 Sandy Bridge processor that I had had for maybe around two or three years. I got this as a last resort actually. I had been having problems with my computer and I had tested or replaced just about every component except for this one. My computer would just ""blow up"" and not turn on every once and a while and I would have to play musical chairs with my components and eventually it would come back on. I would also have problems using all four RAM slots on my computer, as it would sometimes ""blow up"" and not boot up again unless I used three of the four slots. I replaced the motherboard, played musical chairs with the RAM, tested the power source all on its own, pull the video card out, test the HDD, nothing seemed to fully fix the problem. Finally decided to break down and buy a new processor, and it worked like a charm. Never over-clocked the i5, might try to with this one eventually, if it lasts long enough for me to need to.

","Reviewed in the United States on June 6, 2017"
7,"
8 Years and still runnin'!
","

  Just a long term update on this processor - put this into a build back in 2012 on a Gigabyte GA-Z77X-UD5H Mobo along with a GTX 660Ti (hot new vcard!) and it's been running perfect 14hrs+ per day! I've since built quite a few new gaming machines, but this one has been my wife's AutoCAD machine for many years and still running strong.  Fun fact - I paid $27 less back in 2012 ;) Go Intel!

","Reviewed in the United States on October 11, 2012"
8,"
This CPU is AWESOME for its price. IVY Bridges are the best Quad Core out there. Pefect for Gaming if not overkill.
","

  I highly recommend this processor for anyone. This is a great top of the line processor and has been amazing. The only people who should not get this is people who have unlimited money and that love to overclock a machine to the fullest extent just to show how high it could go. Unless you're that person you should get this processor. It has been reported there is heat problems with the new Ivy Bridges. I have not seen my processor go over 38C with not being overclocked. Those concerns were for overclocking this cpu and I have not overclocked it yet because I have not felt the need. It is performing way above what is needed to run any game out there on its highest setting flawlessly so i have not found the need to overclock it. Nothing has even come close to fully utilizing this CPU.My set up includes the following: Asus Formula Z77, GTX 680, 16GB Corsair Vengeance 1600, AX850, Samsung 830 SSD, and Cooler Master Haf X. At one point I had 50 Internet Explore browsers sessions open, was running a MKV 1080p Video file in Windows Media Player, and had Crysis 2 running. The CPU was at 14% usage and the memory was at 30%. So this Quad core is almost overkill for gamming. But For 320 bucks it's the perfect price range. Going with anything lower is something you will regret in the future unless you build one of these ever year. You really do not get that much more out of the 3930K Hex core unless you're just trying to look cool from getting crazy numbers from overclocking. I would go with this Processor. Those numbers do not help you gaming experience or any other multimedia activity. I would save the 200 dollars and get the GTX 680 vs the getting the 660 Ti or 670. The only question is the endurance of this CPU. So far I am extremely impressed. I will update the review if any problems arise in the near future.

","Reviewed in the United States on July 21, 2014"
9,"
Best CPU out there (modulo 2011)
","

  Yes, there are still better CPUs out there, but this one is still insanely fast.  I moderately overclocked it to 46 ghz on my MSI board.  It could go higher, but I don't need any more speed than this (with the new clock per clock performance, this is a little above a 4.8 ghz sandy bridge).  All the added features, such as a great virtu MVP, rapid start and storage, a GPU that's usable make it more attractive than sandy, and clock speed and efficiency make it better than every AMD offering.One qualm (which is just a business oriented thing) is that the stock thermal interface material that intel uses (underneath the IHS) is quite crappy.  I notice 2 of my cores about 10C higher than the other 2.  Replacing this with a nice thermal compound has made ivy bridge into a quite awesome platform.  I saw one extreme case where a guy dropped 1 of his core temps down from 90 to 50 with this technique.  Make sure you use caution and a non-conductive thermal paste.  It does help a lot with temps especially if you are going for the magical 5 ghz mark ;)

","Reviewed in the United States on August 11, 2020"
